Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_7.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_8.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_7.raw
G3X9K3	G3X9K3	BIG1_MOUSE	Arfgef1	Brefeldin A-inhibited guanine nucleotide-exchange protein 1	2037.25	2086.58	9429.52			860.184						1112.76	1355.99		1185.48	937.69	1254.96	1010.5	1799.83	1282.43	977.794	1361.48		905.137	1499.74	1889.48
G3X9Z4	G3X9Z4	PCF11_MOUSE	Pcf11	Pre-mRNA cleavage complex 2 protein Pcf11				5146.78		4647.44							514.871		578.583	1656.57			389.55	1832.39	1078.56	811.95	316.398		1468.7	1890.24
G5E829	G5E829;Q6Q477;Q9R0K7	AT2B1_MOUSE	Atp2b1	Plasma membrane calcium-transporting ATPase 1	1559.25		15285											13501.9	423.803	370.527	1139.25					1346.19			1069.27	
G5E870	G5E870	TRIPC_MOUSE	Trip12	E3 ubiquitin-protein ligase TRIP12			3839.28	1976.17	6607.92	2750.93							1200.46	1924.29	729.467	478.324	488.515	736.388		851.711	543.487	1048.95	1419.77	1029.28	1038.32	1459.66
G5E8K5	G5E8K5	ANK3_MOUSE	Ank3	Ankyrin-3	3569.15	5176.08	23510	23946.3		8062.6							2329.92		1537.49	2232.84	1086.33	1659.4	1655.88		1751.38			1929.25	1923.99	3089.84
G5E8V9	G5E8V9	ARFP1_MOUSE	Arfip1	Arfaptin-1		1527.9											1350.36	2550.07	1161.83	674.896	527.285	743.228	1061.44	1372.27	1159.78	643.87	855.958	1412.71	1415.41	1122.98
K7N6K2;Q8BGE7;Q99PP6	K7N6K2;Q8BGE7;Q99PP6	TR34A_MOUSE;TR34B_MOUSE;TRIM6_MOUSE	Trim34a;Trim34b;Trim6	E3 ubiquitin-protein ligase TRIM34B	217.032		6999.69															1777.81			394.637					2933.69
O08528	O08528;Q91W97	HXK2_MOUSE	Hk2	Hexokinase-2			5327.77			2234.8											686.159								1774.23	
O08529	O08529	CAN2_MOUSE	Capn2	Calpain-2 catalytic subunit	3297.17	2806.99	26877.8	2297.21		1977.94						1811.4	1888.73		2035.46	1787.13	2121.54	3045.11	1917.18	1429.72	2306.06	2108.25	3576.53	3203.15	2249.42	3384.5
O08547	O08547	SC22B_MOUSE	Sec22b	Vesicle-trafficking protein SEC22b	8748.27	6882.72	20882	5977.23	4100.12	6086.07			32966.7			10066	8450.46	13028.9	6869.27	7861.71	10010.2	10173.8	8410.36	9571.32	7636.55	7237.92	10827.3	8413.46	8968.59	8729.51
O08553	O08553	DPYL2_MOUSE	Dpysl2	Dihydropyrimidinase-related protein 2	3928.33	8660.84	24603.9						16554.4				1543.57	11875.7	2129.48	1713.32	1689.69	1756.01	1778.59	1310.45	1802.94	1140.18		3496.4	1162.2	4163.46
O08573	O08573	LEG9_MOUSE	Lgals9	Galectin-9	27502.6	20878.5		21336.2	20714.8	35986.2						22747.1	25698.2	12451.7	21987.5	21387.2	18969	20167.3	20191.8	19390.3	26138.7	23390.6	23101.9	19495.1	21559.8	30665.4
O08579	O08579	EMD_MOUSE	Emd	Emerin					1858.07								1151.77			1279.82	954.219		1348.44	829.204	599.644	491.7			675.533	
O08582	O08582	GTPB1_MOUSE	Gtpbp1	GTP-binding protein 1		776.688	4020.37											2403.49	607.488	648.775	474.467	544.901	822.562	678.512	681.827		516.014	985.001	643.957	885.55
O08583	O08583;Q9JJW6	THOC4_MOUSE	Alyref	THO complex subunit 4	3281.61	2624.83		3497.7	9358.93	5367.98	33872						2418.27		1824.37	1188.46	810.869	909.285		2218.46	1594.23	1098.25	3362.26	2220.83	2653.82	3044.82
O08585	O08585	CLCA_MOUSE	Clta	Clathrin light chain A	11819.2	11787.7				3483.8							3695.72		5039.15	2552.05	2912.3	2844.88	2530.92	3594.46	5121.9	6138.41	3985.21	4156.68	2128.98	2477
O08586	O08586	PTEN_MOUSE	Pten	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN													1220.09			619.135	1132.74	690.624	1746.16		2513.78				1316.66	3260.86
O08599	O08599	STXB1_MOUSE	Stxbp1	Syntaxin-binding protein 1		3976.21	10493.5																							
O08600	O08600	NUCG_MOUSE	Endog	Endonuclease G, mitochondrial	7428.08	5857.95		3897.56	5640.49	5361.92						5235.56	6262.46	5900.52	5726.63	5964.51	6081.61	5308.73	4147.14	6406.09	7438.52	7500.87	9257.38	6344.39	4635.63	6870.77
O08601	O08601	MTP_MOUSE	Mttp	Microsomal triglyceride transfer protein large subunit	24427.6	17736.3		22161.8	21710.4	30287.9			998206			32911.6	31323.4	18509.8	30177.7	32946.1	31555.1	32589.3	32494.1	34036.5	29722.3	32419.2	27284	33783.1	33887.8	32191.3
O08609	O08609	MLX_MOUSE	Mlx	Max-like protein X						2600.78										729.693		1047.12		3151.21					1387.38	
O08633	O08633	KRA81_MOUSE	Krtap8-1	Keratin-associated protein 8-1														88559.9												
O08638	O08638	MYH11_MOUSE	Myh11	Myosin-11	2571.84			3565.96		2830.78	283224	488674	86071.2	84198.5			1059.75		2986.75		2548.53	774.535	3318.46	1640.94	1262.12	2344.1	7207.43		393.663	2223.1
O08644	O08644	EPHB6_MOUSE	Ephb6	Ephrin type-B receptor 6		76240.7		5646.08		5542.45						15019.3	11398.8	4570.76	16304.5	6849.81	3523.49			12765.9	14152.9	9173.57	18470.3	5737.07	3213.66	2407.81
O08663	O08663	MAP2_MOUSE	Metap2	Methionine aminopeptidase 2	1886.82	3000.73	14642.9	1363.84		966.776			22279.7			2560.59	1959.83		1646.88	1066.29	1167.13	2099.38	1178.12	1524.27	1725.73	1103.79	1745.98	1434.82	1453.89	3348.05
O08677	O08677	KNG1_MOUSE	Kng1	Kininogen-1	11658.4			4041.76		3076.33							4016.89		3751.78	3872.68	3338.29	3955.15	2745.65	4457.07	3726.05	3248.38	2945.77	4190.65	3285.72	4344.86
O08705	O08705	NTCP_MOUSE	Slc10a1	Hepatic sodium/bile acid cotransporter	10925.6	6105.25		3245.75									5243.44	4004.09	10256.7	6504.75	9615.23	4649.28	7013.77	6205.22	10004.5	10277.4	5833.86	12392.3	5971.71	4664.55
O08709	O08709	PRDX6_MOUSE	Prdx6	Peroxiredoxin-6	144264	158836	27640.5	271491	106305	203106			241601	245930		153967	152632	244294	172513	169457	130699	186849	152557	147071	133135	110683	160315	176759	185787	177777
O08715	O08715	AKAP1_MOUSE	Akap1	A-kinase anchor protein 1, mitochondrial				1266.86		3053.91							1326.16		1049.48	1329.66	1240.1	1370.58	2358.98		1262.43	1493.6		1190.94	1297.54	1483.8
O08734	O08734	BAK_MOUSE	Bak1	Bcl-2 homologous antagonist/killer	1104.81	1136.9	2899.4			1008.67							673.743		1176.5	959.862	1100.98	560.567	946.744	368.986	817.927	957.306		2090.84	814.898	989.31
O08738	O08738	CASP6_MOUSE	Casp6	Caspase-6	2773.64	1032.98	1485.24			2647.82						1341.61	1584.59	1937.29	1376.71	1017.94	669.434	1472.31	867.301	1885.78	2074.67	1384.45	2062.95	1707.42	1102.97	1631.25
O08739	O08739	AMPD3_MOUSE	Ampd3	AMP deaminase 3			3650.22																							271.733
O08749	O08749	DLDH_MOUSE	Dld	Dihydrolipoyl dehydrogenase, mitochondrial	11968.8	11076.3	421668	9867.46	14338.1	12635.2						19438.3	16356.3	15446.7	17117.2	15624.7	14972.3	13882.7	15046.8	14720.1	18434.4	16741.6	18634.5	16101.5	14073.7	13675
O08755;Q6XBJ3;Q8K557	O08755;Q6XBJ3;Q8K557	HNF6_MOUSE;ONEC2_MOUSE;ONEC3_MOUSE	Onecut1;Onecut2;Onecut3	Hepatocyte nuclear factor 6				1691.7		2100.93												732.061							1331.62	1113.28
O08756	O08756	HCD2_MOUSE	Hsd17b10	3-hydroxyacyl-CoA dehydrogenase type-2	33722.1	31071.7		26066.6		18284.9						39360.3	34727.9	24265.4	31649	37680.5	29458.9	36510.2	30040.5	32517.7	20723.8	30664.4	25896	28758.9	28101.8	30657.8
O08759	O08759	UBE3A_MOUSE	Ube3a	Ubiquitin-protein ligase E3A			9109.25	2851.51									2977.3		1519.94	2183.91	1577.75	2805.49	3334.49	3626.4	1722.01	2271.76		3107.99	2227.27	2535.02
O08784	O08784	TCOF_MOUSE	Tcof1	Treacle protein				4718.07	15928.3	4734.44							2383.14		1841.03	1216.35	1332.77	1183.58		2034.18	903.145		3296.52		2042.11	2336.61
O08788	O08788	DCTN1_MOUSE	Dctn1	Dynactin subunit 1			4790.52	1198.22								1064.68	1441.04		1091.19	1362.41	1643.55	1434.38	1303.16	1517.86	1292.41	1225.42	1591.31	1578.31	1528.16	1412.07
O08795	O08795	GLU2B_MOUSE	Prkcsh	Glucosidase 2 subunit beta	11861.6	10123		8521.83	17024.5	6420.55						9971.66	8316.43	4087.79	8750.21	9448.05	8889.27	9311.98	9146.22	8801.71	9337.83	9328.48	10426.8	8297.8	9205.66	8084.91
O08807	O08807	PRDX4_MOUSE	Prdx4	Peroxiredoxin-4	121848	142276	607830	103976	44263	72456.1			390244	44946.8		85893.4	83306.2	66628.1	91084.7	83417.2	88979.3	111078	97457.4	80579.7	72574.2	77723.2	95112.9	101143	100891	114039
O08808	O08808	DIAP1_MOUSE	Diaph1	Protein diaphanous homolog 1	2321.6	2096.39	7071.14	3544	4977.54	2362.76						1575.14	1828.35		1958.41	1235.93	1593.03	1661.36	2240.49	2487.62	1800.72	1806.48	2277.63	2949.12	1647.55	2157.91
O08810	O08810	U5S1_MOUSE	Eftud2	116 kDa U5 small nuclear ribonucleoprotein component	1583.46	2069.87	3153.72	10209.9	5431.52	12159.1						4313.51	3754.19	9023	2274.25	1853.66	1397.83	2165.36	2178.97	4184.88	2510.99	2612.28	4245.74	3183.47	4389.59	4905.34
O08848	O08848	RO60_MOUSE	RO60	RNA-binding protein Ro60	2949.64	1855.22	15177.7						19569.1							376.205		594.116	567.438	859.597	387.924					1690.96
O08856	O08856	ELL_MOUSE	Ell	RNA polymerase II elongation factor ELL				1818.52		4445.3							6610						683.518	754.541	6834.31		1216.49		3890.87	4981.35
O08912	O08912	GALT1_MOUSE	Galnt1	Polypeptide N-acetylgalactosaminyltransferase 1			8111.26																						775.343	
O08914	O08914	FAAH1_MOUSE	Faah	Fatty-acid amide hydrolase 1	6850.72	7325.51		4090.9	5693.26	3955.39						5158.44	5155.3		5200.05	5153.05	6655.75	5663.05	5752.62	6336.61	4493.1	4743.54	4228.76	4178	4880.22	4744.98
O08915	O08915	AIP_MOUSE	Aip	AH receptor-interacting protein	1686.59														817.834	753.481	571.27	491.023	429.511	1661.11	688.931	886.442	1076.29	1506.68	787.48	
O08917	O08917	FLOT1_MOUSE	Flot1	Flotillin-1	1236.13	2294.33											341.018		618.549	494.962	959.198	543.205	391.928	1325.56	363.466	377.503		958.109	468.661	377.128
O08966	O08966;O70577	S22A1_MOUSE	Slc22a1	Solute carrier family 22 member 1	6838.54	11000.9		4995.67								4063.27	3496.27		4502.88	3428.71	6330.51	5157.9	5673.17	4036.2	4241.23	3314.04	3381.71	6936.71	4225.48	
O08970	O08970	TUFT1_MOUSE	Tuft1	Tuftelin	4450.26	6227.73	13381.4			3390.62	105967	66962.5	114733	79540.2			6285.42				2534.51	3520.19	938.794	3996.99			981.292		1031.44	7174.38
O08997	O08997	ATOX1_MOUSE	Atox1	Copper transport protein ATOX1	3356.54	3041.67		6869.5	8919.7	4014.16						4442.15	4259.78		3403.81	3133.54	2932.99	3120.23	2446.86	3278.6	4060.78	2903.34	4111.2	2528.9	3701.78	3882.31
O09012	O09012	PEX5_MOUSE	Pex5	Peroxisomal targeting signal 1 receptor	3539.23	4782.43		2716.09	2564.06							4815.37	3886.54		3274.74	2634.19	3120.1	3032.76	3647.67	3951.75	4412.46	3154.28	5249.61	2810.62	2464.82	3817.82
O09044	O09044	SNP23_MOUSE	Snap23	Synaptosomal-associated protein 23	4279.49	2260.62	2628.23											6965.6	1605.85	819.554	1817.97		2051.31		1354.16	1770.06		1718.88		
O09061	O09061	PSB1_MOUSE	Psmb1	Proteasome subunit beta type-1	28420.6	37069.1	286803	45859.5	10619.4	21586.7	89898	172098	252079	170339		20725.2	18635.8		15695.2	15238.4	12100.5	18504.7	17257.8	19363.1	12145.7	12010.2	19385.4	16606.9	16472.7	22615
O09106	O09106	HDAC1_MOUSE	Hdac1	Histone deacetylase 1	3619.11	3973.09	33718.1	17245.7	8910.21	24416						7255.09	8669.59	10151.1	5383.55	5620.48	2835.52	5052.35	7002.98	8118.64	5610.3	4547.26	9438.31	6489.83	10250.2	11477.2
O09110	O09110	MP2K3_MOUSE	Map2k3	Dual specificity mitogen-activated protein kinase kinase 3	2355.56	2694.7	33946.1	5324.71	6495.32	9305.36						3467.72	3045.8	11900.7	3404.6	4057.09	3106.16	4485.55	4181.21	4270.46	3537.95	3444.64	3534.48	5301.21	4701.11	6563.62
O09111	O09111	NDUBB_MOUSE	Ndufb11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	1995.38	1586.81		5184.02	7348.62	4205.01						9065.03	8917.51	4405.78	5269.54	4435.39	7458.72	8697.28	4992.76	9340.89	11474.8	10981.6	12137.8	5581.6	4981.51	3287.15
O09131	O09131	GSTO1_MOUSE	Gsto1	Glutathione S-transferase omega-1	17275.3	21474.4		30031.8	30743	47699.5						35088.9	29755.3	10399.5	24996	28707	18401	27892.4	30181.6	21775.5	32368.5	26879.5	29722.4	25854.1	28022.3	39875.8
O09158	O09158	CP3AP_MOUSE	Cyp3a25	Cytochrome P450 3A25	7665.01	8236.02		2972.93		3644.1						3573.01	2990.05	3980.74	3618.6	3326.15	4115.88	4066.3	4535.26	3863.45	3351.97	3337.03	4734.49	4737.18	4124.25	3080.23
O09159	O09159	MA2B1_MOUSE	Man2b1	Lysosomal alpha-mannosidase	2448.86	2538.81										3583.36	1567.22		1226.9	1199.69	846.029	1414.2	875.172	1885.79	1179.12	1105.98	1498.9	1194.05	739.437	708.962
O09164	O09164	SODE_MOUSE	Sod3	Extracellular superoxide dismutase [Cu-Zn]	2679.33	1780.81																								
O09167	O09167	RL21_MOUSE	Rpl21	Large ribosomal subunit protein eL21	9244.91	10366.1	3813.64	4824.96	7973.22	6737.2						5159.27	6429.74	6123.75	5161.24	6537.82	5833.76	8586.6	6745.67	6222.17	6015.23	4640.92	6880.57	9072.19	10175.7	10589.2
O09172	O09172	GSH0_MOUSE	Gclm	Glutamate--cysteine ligase regulatory subunit	13689	13244.4		16372.5	24095.9	16029.7						12317.8	14449.2	14113.2	13885.6	14134.2	14534	15250.2	16286.6	15467.6	12369.5	12254.3	16682.4	15201	15578	14886.7
O09173	O09173	HGD_MOUSE	Hgd	Homogentisate 1,2-dioxygenase	94759.8	91457.5		58656.2	29729.6	64073.4						78603.1	82495.5	58125.4	82476.1	94135.7	85867.3	103744	82904.4	83452.8	83934.4	81207.8	53453.5	89009.8	91789.4	73346
O09174	O09174	AMACR_MOUSE	Amacr	Alpha-methylacyl-CoA racemase	10091.8	7779.36		7235.67	8057.03	8512.5						10821.8	11675	6253.34	12922.9	12652.7	14800	13620.6	13519.2	10128.3	13139.4	13022.4	11911.4	12397.1	12092.2	9844.23
O35071	O35071	KIF1C_MOUSE	Kif1c	Kinesin-like protein KIF1C															1235.88	974.797	1448.97	415.697	1124.78		1137.74				1191.65	1454.51
O35114	O35114	SCRB2_MOUSE	Scarb2	Lysosome membrane protein 2	4543.53	5007.66	15986.3	2213.54		2295.94			43645.3			3541.02	2598.98	5798.22	2795.49	2763.28	2682.38	4302.1	1957.01	3204.95	2172.58	3577.57	3517.65	3508.56	2493.26	2310.92
O35129	O35129	PHB2_MOUSE	Phb2	Prohibitin-2	41963.8	47263.8	113394	34040.8	9193.27	41560.6	160376		16168.7	51714.7		47848.1	49103.8	41859.5	44789.8	49690.3	55155.1	46254.3	50171.7	43341.2	40754	40292.6	40179.9	52923.1	48053.5	46218.5
O35130	O35130	NEP1_MOUSE	Emg1	Ribosomal RNA small subunit methyltransferase NEP1				1286		6432.01							1401.99		666.108	266.977				1407.05					762.762	1624.82
O35166	O35166	GOSR2_MOUSE	Gosr2	Golgi SNAP receptor complex member 2															174.663	876.895	1050.36	859.945	1131.93		1233.71			1064.92	743.246	574.697
O35215	O35215	DOPD_MOUSE	Ddt	D-dopachrome decarboxylase	83340.9	99513.2		32786.3	31231.6	29119.8						22991.3	29517.7	19494.9	26884.9	30342.8	23527.6	28101.4	28107.5	26151.6	28496.6	16883.4	32872.4	29420.1	30065.8	25914
O35218	O35218	CPSF2_MOUSE	Cpsf2	Cleavage and polyadenylation specificity factor subunit 2				4420.29		5982.19							2013.74		1852.14	920.358	626.14	1822.4	1182.93	1521.24	752.112		2890.38		1742.7	2773.04
O35226	O35226	PSMD4_MOUSE	Psmd4	26S proteasome non-ATPase regulatory subunit 4	6661.61	4539.34		7107.3	12027.4	8200.01						6490.04	5403.62		4107.29	4053.01	3752.14	5239.09	3737.91	4232.92	3726.28	2811.73	5275.48	5296.01	5688.96	3903.59
O35231	O35231	KIFC3_MOUSE	Kifc3	Kinesin-like protein KIFC3														11450.6												
O35250	O35250	EXOC7_MOUSE	Exoc7	Exocyst complex component 7		1523.92	8450.99		2481.54										982.814	1030.33	1470.13	1194.8	382.608	687.441	215.232	835.357			1581.26	1545.68
O35286	O35286;A2A4P0	DHX15_MOUSE	Dhx15	ATP-dependent RNA helicase DHX15	4055.2	6463.62	8857.39	17991.4	18760.5	26784.9						5697.43	7381.34	4131.27	5145.35	4406.5	2385.61	3501.88	4034.43	6858.51	4689.09	4646.83	7672.59	5960.21	9119.83	9681.5
O35295	O35295	PURB_MOUSE	Purb	Transcriptional regulator protein Pur-beta	1955.9	1501.58	6439.02										649.252	6735.83	328.478	983.215	1201.86	753.273	2209.33	873.256	1133.11	897.26	1170.57	1861.55	845.936	1765.87
O35309	O35309	NMI_MOUSE	Nmi	N-myc-interactor	5008.98	7156.74				834.901						4082.88	4848.79		3925.91	2324.79	3731.12	4260.17	2515.8	6397.48	2933.96	2760.29		5413.16	3067.49	4619.97
O35326	O35326	SRSF5_MOUSE	Srsf5	Serine/arginine-rich splicing factor 5	1846.82	2385.47		8676.21	10122.4	7704.49						1767.67	2981.48		2390.99	1427.97	824.429	2144.38	1526.26	1665.52	1705.67	1348.68	3979.28	2324.64	4103.35	5182.64
O35343	O35343	IMA3_MOUSE	Kpna4	Importin subunit alpha-3					1739.02	2142.72						1056.8	839.557		697.896	778.038	312.416	1128.2	763.358	1039.75	621.036	265.7	794.744	1263.45	2071.9	1184.35
O35344	O35344	IMA4_MOUSE	Kpna3	Importin subunit alpha-4	2844.71	3143.96		9499.45		24015.6						5434.61	5862.75	6183.67	3881.79	2517.38	994.572	3226.3	2699.83	7420.29	4862.55	3165.99	5726.38	3525.73	4699.3	4333.15
O35345	O35345	IMA7_MOUSE	Kpna6	Importin subunit alpha-7				3420.73		4108.88							1091.65		986.568	702.396	609.449	1034.12		1890.32	1004.3	2268.24	2775.86		1787.23	1895.94
O35350	O35350	CAN1_MOUSE	Capn1	Calpain-1 catalytic subunit	4769.65	5095.27	126880	6707.67		1990.89			69296.5			1427.19	5142.11	9893.15	2605.36	1972.13	1796.87	5574.95	2445.19	3979.65	2394.59	1930.92	4436.84	2865.48	3607.52	8397.24
O35379	O35379	MRP1_MOUSE	Abcc1	Multidrug resistance-associated protein 1			6583.52																							
O35381	O35381	AN32A_MOUSE	Anp32a	Acidic leucine-rich nuclear phosphoprotein 32 family member A	20557.5	13612.6		114727	39533.5	100676	2.61128e+06					27357	31754.3	27140.7	25906.2	15870.7	11622.7	16915	18105	41395.8	24202	19743	34636.1	22061.4	34280.8	28606.3
O35382	O35382	EXOC4_MOUSE	Exoc4	Exocyst complex component 4	908.663	663.549											503.896		570.012	349.269	443.76	161.55	1212.31	532.145	579.722	649.522			419.655	626.008
O35386	O35386	PAHX_MOUSE	Phyh	Phytanoyl-CoA dioxygenase, peroxisomal	12456.9	17056.9		12687.2		9597.32						12657.3	14360.4	12889.5	17110.8	19566.4	20402.8	20305.6	19705.7	18810.6	14348.7	14820.2	15301.2	19015.1	18563.9	14304.4
O35400	O35400	ST2B1_MOUSE	Sult2b1	Sulfotransferase 2B1			5087.67																							608.396
O35403	O35403	ST3A1_MOUSE	Sult3a1	Amine sulfotransferase	48035.9	15130.4																								
O35405	O35405	PLD3_MOUSE	Pld3	5'-3' exonuclease PLD3	2819.39		60574.5										1234.97	52857.2					882.213		363.022				1238.81	
O35423	O35423	AGT1_MOUSE	Agxt	Alanine--glyoxylate aminotransferase	37005.5	26320.3		16437.8	14303.5	24484.3						29458.1	43503.9	32380.6	40126.2	23830.6	29197.5	20452	25299.4	27738.4	42378.7	45200.5	28357.4	26109	22838.7	38328.8
O35435	O35435	PYRD_MOUSE	Dhodh	Dihydroorotate dehydrogenase (quinone), mitochondrial															1077.58		468.625	565.551	735.319	745.552	1030.21	771.238		767.484	432.318	734.891
O35448	O35448	PPT2_MOUSE	Ppt2	Lysosomal thioesterase PPT2			38069											5637.92				856.69								950.056
O35453	O35453	HEPS_MOUSE	Hpn	Serine protease hepsin	1178.24	1824.57											1564.76	28921.3	1043.81	905.98	1346.04		1104.97	929.481	909.857	872.643	1754.41	235.889	710.247	845.039
O35459	O35459	ECH1_MOUSE	Ech1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	6458	6031.95		3916.6		2440.83						6131.28	5612.61		6216.26	6806.63	6590.61	6359.31	7011.56	5928.1	5699.33	5453.06	4893.2	7809.34	5657.89	4926.99
O35465	O35465	FKBP8_MOUSE	Fkbp8	Peptidyl-prolyl cis-trans isomerase FKBP8															410.693		519.669	798.745	536.598		1065.16				947.031	814.324
O35488	O35488	S27A2_MOUSE	Slc27a2	Long-chain fatty acid transport protein 2	47591.3	41452.7	11977	51927.9	29816.5	47583.7						57447.9	54810.6	39206.5	57033.6	58010.3	52549.5	63081.4	62262.8	49822.8	56749.3	60075.2	40275.3	57288.3	57326.7	53658.8
O35490	O35490	BHMT1_MOUSE	Bhmt	Betaine--homocysteine S-methyltransferase 1	286261	369156	3235.41	573141	718374	957610			96704.8	106012		348464	491053	307174	287540	454724	373840	443694	399472	391196	454046	513983	420984	310414	343828	485432
O35593	O35593	PSDE_MOUSE	Psmd14	26S proteasome non-ATPase regulatory subunit 14	6752.6	6534.23	3770.22	13099.8	7191.15	13441.2						7926.99	8487.1	31601.4	9369.27	7755.36	5913.73	10494.1	9538.4	8627.12	6526.39	5950.67	8426.92	7998.22	11363.3	9051.82
O35604	O35604	NPC1_MOUSE	Npc1	NPC intracellular cholesterol transporter 1	2212.79	3659.26	37250.4				51913.7						1411.7	17513.4	1988.93	2106.68	1562.16	2886.81	1286.5	2190.9	1568.53	1536.79	1764.92	2543.5	1203.48	1768.53
O35609	O35609	SCAM3_MOUSE	Scamp3	Secretory carrier-associated membrane protein 3	4057.41	2973.34		1840.25		1606.07							2013.49	12500.3	2650.14	2569.93	2112.7	2727.11	2558.67	1953.47	2223.9	2853.16			2325.71	1739.53
O35638	O35638;Q9D3E6	STAG2_MOUSE	Stag2	Cohesin subunit SA-2				2681.72	1078.22	3603.17							797.19	1432.44	1008.39	730.846		588.854	283.449	1833.02	903.241	652.588	1048.27	732.523	1099.21	1419.26
O35639	O35639	ANXA3_MOUSE	Anxa3	Annexin A3	2316.22	3242.33	37079.4				24811.2		19657.6			1176.02		8859.23	426.06		1143.13		1551.4	846.295		1569.24		1641.46	1552.41	2426.66
O35640	O35640	ANXA8_MOUSE	Anxa8	Annexin A8			126674						37361.9				1491.97	14224.2			1027.09	1221.01	1714.81	1564.27			4092.53		6155.39	2974.59
O35643	O35643	AP1B1_MOUSE	Ap1b1	AP-1 complex subunit beta-1	9413.2	9099.99	13702.1	3754.07	4034.31	3209.89						6211.17	5900.79	16531	6313.26	5996.9	7011.86	5950.53	6832.72	6139.7	6732.21	6932.88	6228.04	6419.79	5382.78	6083.85
O35657	O35657	NEUR1_MOUSE	Neu1	Sialidase-1	2787.64		5863.11												704.791	548.293		768.149			933.295				470.978	945.738
O35658	O35658	C1QBP_MOUSE	C1qbp	Complement component 1 Q subcomponent-binding protein, mitochondrial	8350.94	4906.89		4032.89		9581.17						8675.32	10554		9821.07	10749.5	10953.5	8623.04	7400.72	7634.96	10931.8	11025.2	7576.94	10432.7	10620.5	10571.8
O35660	O35660	GSTM6_MOUSE	Gstm6	Glutathione S-transferase Mu 6	6872.34	7810.23		23129.6	20627.5	6261.57						5475.22	7247.01	5713.39	11712.7	16687.2	14198.6	14869.1	18270.2	18188.7	4191.83	5380.87	12306.8	14160.9	16031.6	7763.41
