Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_1_Slot2-34_1_17045.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_2_Slot2-34_1_17047.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_3_Slot2-34_1_17049.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_1_Slot2-35_1_17057.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_2_Slot2-35_1_17059.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_3_Slot2-35_1_17061.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_1_Slot2-36_1_17070.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_2_Slot2-36_1_17072.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_3_Slot2-36_1_17074.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_1_Slot2-34_1_17084.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_2_Slot2-34_1_17086.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_3_Slot2-34_1_17088.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_1_Slot2-37_1_17108.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_2_Slot2-37_1_17114.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_3_Slot2-37_1_17116.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_1_Slot2-33_1_17082.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_2_Slot2-33_1_17090.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_3_Slot2-33_1_17092.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_1_Slot2-35_1_17106.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_2_Slot2-35_1_17110.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_3_Slot2-35_1_17112.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_1_Slot2-34_1_17144.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_2_Slot2-34_1_17145.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_3_Slot2-34_1_17146.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_1_Slot2-36_1_17149.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_2_Slot2-36_1_17157.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_3_Slot2-36_1_17158.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_1_Slot2-33_1_17166.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_2_Slot2-33_1_17167.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_3_Slot2-33_1_17168.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_1_Slot2-35_1_17151.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_2_Slot2-35_1_17176.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_3_Slot2-35_1_17177.d
A6H611	A6H611		Mipep		5819.13	5445.47	4305.88	3401.15	3696.7	3704.05	4663.15	5032.68	4967.93					4757.91	3274.85	5280.14	5145.41	5144.47	4971.32	5451.62	5634.75	6730.64	6741.54	6434.26	6005.64	5642.57	5993.42	5442.21	6034.15	5163.65	8611.56	7290.39	7072.39
A6H619	A6H619		Phrf1		5865.32	3253.75	5235.55	4541.17	5397.87	4134.22	3506.06	3680.87	3661.44				3247.41			5422.72	5651.58	4278.33	4119.12	3333.03	3604.42	3212.43	2945.77	3293.62	6407.19	5673.84							
A6H630	A6H630		Armt1			10305.7	9753.47		7263.38	9524.59	7702.02	6300.8	8175.6		36352.2		10838.9	15025.1	11431.8	11162.7	8238.92	10453.6	9410.37	8244.72	8759.86	7145.23	4015.71	4009.44	1171.26	1247.65	2790.87	1681.5	1925.33	1819.16	4612.39	4017.82	4395.1
A6H6A9	A6H6A9		Rabgap1l		4298.25	3762.05	4257.11	7723.45	2036.38	2991.94	3685.57	3742.65	3696.71							5162.51	4956.51	5191.81	5796.96	6441.97	5588.58	2911.59	2085.62	3304.63	4218.36	4155.85	3200.62	5667.77	5864.16	6077.68	8038.4	6276.82	9172.06
A6H6E2	A6H6E2		Mmrn2									1230.61											313.569	217.737			1376.8	485.763	747.151	798.998	875.252	546.915	423.74	541.463	1451.62	966.095	602.1
A6H8H2	A6H8H2		Dennd4c				4378.27	2600.26	3444.07	3280.97	2344.66	2888.14	3270.79		9082.54		5462.9		5371.39	2460.01	2544.89	2283.3	2350.64	2321.58	2290.11	2220.04	5062.75	3195.74	2867.25	2747.22	2455.15	2796.55	2698.6	3243.45	4030.7	3168.03	3574.63
A6PWY4	A6PWY4		Wdr76																				7687.21	8189.34	6828.52	11106.7	12184.3	11298.5	10546.9	10957.1	11830.3	8907.81	9004.64	9284.41	11082.9	11878.5	12176.4
A6X8Z5	A6X8Z5		Arhgap31		40293.7	26116.2	31852	31142.9	32965.3	36378.9	27193	27756.5	26041.9	109751			42997.3		39792.4	23074.7	20844.9	16872.7	8313.79	8661.5													
A6X919	A6X919		Dpy19l1		7865.65	2625.92	6749.46	7077.54	2555.37	4227.58	4707.17	4390.84	3360.21	27537.5	25270.9	28036.5	14926	16802.1	14572.8	6653.58	5749.1	7209.02	5829.37	5562.8	5712.08	4313.07	4411.42	3901.24	8283.07	7387.77	7618.56	5129.36	5534.8	5790.12	12613.8	11261.6	9161.1
A6X935	A6X935		Itih4		5380.4	4775.33	6695.74	5751.2	6100.93	6481.05	6049.15	5120.42	5577.69	30592.3	27271.4	20581.8	7482.93	7338.73	7041.68	5614.56	5246.63	5013.82	6083.71	6284.57	5850.14	8199.21	5751.72	8831.82	7679.25	7341.17	8706.61	7114.26	6796.29	7036.37	9829.93	8454.94	8199.82
A7MCT6	A7MCT6		Etnk2			7639.22	5542.99	7688.59	6073.37	6089.71	4288.59	3936.89	4502.1				10066.9		11624.9	4085.03	4416.56	5306.35	4926	5455.26	5235.33	5765.07	5276.97	5168.99	6927.87	7164.52	7333.28	5319.89	5498.53	5540.99	7843.31	6682.78	7100.09
A8C756	A8C756		Thada						1263.52		1420.01	1462.29	1254.94							1551.09	1430.7	1852.03	1431.55	1520.18	1696.18	1868.18	1260.71	1698.59	997.121	1206.12	1740.13	1896.54	2305.01	1671.21	3980.25	3819.09	3794.14
B1AR13	B1AR13		Cisd3		4838.66				4747.15	4901.99	5509.87	4527.77	6578.92	30067.5	24478.2			14411	9947.37	3728.91	4362.75	4192.28	4509.52	4860.29	5411.57	3745.68	3174.6	3178.32	4992.53	5026.3	3715.85	2396.99	4015.98	3158.8	4877.82	2854.44	3746.7
B1AUE5	B1AUE5		Pex10						225.129		847.934	999.418	829.382							1065.77	898.615	833.039	1025.36	908.011	1025.7	959.238		975.853	1321.88	1719.6	1670.55	1561.59	1447.6	1829.45	2946.19	2337.3	2686.24
B1AVY7	B1AVY7		Kif16b																				653.216						1808	1639.46	1105.89		923.29		2780.99	2320.68	1563.01
B1AY13	B1AY13		Usp24		5537.22	5709.57	5870.56	4163.74	4789.84	5348.37	4651.45	4581.44	5161.34	23409.3	11939.2	11528.9	6224.33	5931.72	6326.02	5303.51	4952.78	4563.08	4983.33	4653.33	4514.1	4163.28	4391.22	4607.41	5200.29	5176.63	4838.5	4449.3	4780.39	4765.83	5694.72	5941.82	6003.98
B1AZA5	B1AZA5		Tmem245		2305.96						2052.13	2713.46	2224.71	11422	9170.2	4615.4	4367.31	5406.12	4563.9	3033.77	2425.17	2747.85	3045.07	2289.46	2699.86	2174.45	2084.63	2806.86				1044.3	975.557	1111.5			
B1AZI6	B1AZI6		Thoc2		4829.38		4092.59	3038.59	3141.14	3181.79	2977.2	3056.17	2526.3					4629.16	4492.82	3424.05	3955.29	4168.88	3111.43	2896.73	3214.23	3038.91	3774.63	2886.55	3169.48	2518.55	3309.36	3923.66	4000.63	3346.46	5903.49	4784.52	5472.06
B2RQC6	B2RQC6		Cad		6819.17	7580.33	6404.43	7435.2	7915.83	7962.43	6817.76	7410.85	7190.16	47542.9	29283.2	31656.8	11095.7	20580.3	17558.8	6848.92	7995.89	6904.55	7416.19	7380.58	7820.64	8222.89	8333.21	7399.29	7372.36	7578.37	6963.36	8826.96	9085.78	9045.63	12319.4	12874.7	12513.4
B2RQE8	B2RQE8		Arhgap42		1264.45	644.563		2180.67	2401.61	1750.77	2274.53	2420.78	2141.18							2022.32	2245.05	2179.7	2068.74	1920.48	1979.77	1115.19	1539.96	1381.69	1614.91	1649.64	1770.63	1172.41	1131.74	1200.56	1149.74	1119.85	711.754
B2RR83	B2RR83		Ythdc2		1859.17			2153.71		2374.47	1351.87	1456.78								1452.26	1547.78	1635.68	1830.04		1695.99	2146.53	1732.51	1874.94	1635.77	1612.45	1506.37	1569.74	1178.51	2018.78	1574.14		
B2RRE7	B2RRE7		Otud4			2612.17	2449.4		3091.05		1291.4	1478.21	1933.92							2025.76	1775.51	1896.69	1872.39	2079.55	2084.49	1927.26	2164.71	1930.23	1826.5	2080.86	1815.97	2423.59	2582.62	2558.93	4780.42	3943.71	3801.94
B2RSH2	B2RSH2		Gnai1										964.294										937.869	910.124	1183.36		577.278		1685.24	1654.17	1852.4	1426.38	1251.45	1270.91			
B2RU80	B2RU80		Ptprb						252.468		447.342	324.99								626.197	490.96	411.459	495.733	498.488			711.018	528.288	781.402	826.741	810.425	353.75	321.391	324.318			
B2RUR8	B2RUR8		Otud7b			6140		3001.5		3855.33	3336.16	4920.78	4977.35								3929.41	3604.68	2457.9	2810.32			2052.04	1587.52	1735.15	1341.69	1440.8	1937.86	1840.35	1913.08		2540.48	2744.16
B2RX12	B2RX12		Abcc3		9502.02	10488.3	13237.5	8640.05	9730.49	9518.5	8784.22	7714.34	8734.81							6983.01	6686.26	6366.89	7480.51	7494.72	7466.81	6607.46	7087.93	7155.71	7333.72	7326.7	7393.28	7007.6	6293.49	7643.11	8776.16	7869.45	8414.24
B2RXC1	B2RXC1		Trappc11		3262.63	2509.19	2556.94	2506.11	2694.55	4208.12	2690.27	2606.28	2731.87							3338.66	3229.31	3202.97	2637.27	3043.34	3439.07	3722.35	3643	3406.79	3436.16	2570.15	3831.6	3610.1	4128.56	4110.5	5778.08	6102.77	5858.53
B2RXS4	B2RXS4		Plxnb2		6016.58	7601.93	9071.42	6554.39	6938.89	7220.65	7011.71	6746.1	7045.94			23815.7	15875.6	9329.95	12598.5	7047.41	6931.16	6367.14	6818.24	6488.52	6932.71	6459.07	6798.92	6811.9	8211.98	8628.43	8738.97	7646.75	9409.12	8956.42	15723.3	14222.2	13816.2
B2RY04	B2RY04		Dock5							1145.42	1420.27		1293.11									818.726	701.373	663.229	668.124	789.579	914.363	756.267	544.889	554.381	663.611	789.993	892.197	939.37	1107.15	1026.52	1100.53
B2RY56	B2RY56		Rbm25		4092.51	2567.02	3585.61	2534.38	3060.91	2638.9	3613.9	3431.33	3506.55			4978.98	3351.32	3747.57	3620.66	3380.87	3360.02	3159.98	2992.01	3674.39	3629.47	2941.19	3107.56	2775.35	3612.99	3564.78	3370.5	3051.4	3821.19	3780.16	4534.74	4193.14	3964.83
B5X0G2	B5X0G2		Mup17		5059.06	3230.49	5866.96	5580.03	6987.67	6476.3	7407.09	7437.48	7126.55							11009.7	10436.9	10700.2	16402.4	17406.3	16016.4	12618.8	11748.8	11584.2	17062.2	15855.1	15733.6	20905.2	20689.7	20251	21113.6	19926.1	18921.8
B7ZMP1	B7ZMP1		Xpnpep3		7851.09	6699.46	8096.11	7382.85	7794.59	6678.56	7820.33	8916.75	8497.92							7708.82	10027.9	9404.14	11077.1	11048.7	11226.8	14029.1	15582.2	13992.2	10778.6	11317.8	9975.53	11559.9	11538.1	12495.6	4956.52	6576.59	8845.4
B8JK39	B8JK39		Itga9							2566.35										2231.01	1516.51	1411.74		1681.98	760.024	1468.61	867.645	1456.29	969.452		2042.04	923.312		882.094	1824.57	1234.89	1550.34
B8ZXI1	B8ZXI1		Qtrt2																				615.698	599.78	635.635			940.329	1420.86	1136.32	1526.08	1054.16	866.693	792.212			1104.7
B9EJ80	B9EJ80		Pdzd8							1900	2858.73	3035.14	2603.75							1356.64	1450.56	1242.02	1571.7	1201.61	1609.66	1027.13		1607.44	1206.86	1248.9	1192.47	2351.6	2256.62	2189.6	2861.86	2945.62	2675.26
B9EJ86	B9EJ86		Osbpl8					2306.14	1445.07	3545.61	3784.83	5811.87	4646.72							3512.23	4309.38	4413.68	3776.99	4004.57	3822.66	1109.7		1093.39	4387.99	5531	3445.51	4228.8	4583.3	3097.71	5387.8	5399.35	4836.69
B9EJR8	B9EJR8		Dnaaf5				3120.68	2498.75		4982.32	1923.97	1845.58	1804.82							1749.54	3648.12	1675.36	1617.55	1362.06	1201.42	1987.24	1705.82	1673.13	2616.95	2698.47	2264.71	2611.69	2673.23	2636.21	2551.83	2557.09	1946.59
B9EKI3	B9EKI3		Tmf1								1123.07	1930.28	1782.92						1803.8			2195.22		1500.76	1908.62	1651.2	1180.53	1191.93	2054.32	1893.39	1961.83	1722.82	2288.33	1964.99	2599.07	2196.92	2126.53
C0HKD8	C0HKD8		Mfap1a		2491.57	3562.53			5143.24	5382.73	3627.73	6006.96	4992.72					7586.35		3725.27	3366.34	3161.59		2983.28	3461.15	3181.01	2960.91	2826.81	3582.07	4033.93	3217.71	2806.47	2806.66	2812.57	4863.24	3207.11	2672.65
C0HKG5	C0HKG5		Rnaset2a		2403.95	2244.32		1834.41	2438.03	2100.01	2707.53	2097.16	1996.91							2014.69	2043.96	1980.65	2502.31	2583.08	2413.94	1153.96	1278.96	1958.94	3875.64	3299.84	3079.34	3537.1	3309.31	3551.13	4888.32	3756.38	4120.82
D3YXK2	D3YXK2		Safb		4680.26	4926.48	6275.23	4345.98	5368.7	5146.01	4573.22	2969.31	4855.69	15764.8			18262	12042.9	12601.9	4721.08	8516.33	4307.14	5030.24	5180.21	6510.22	4579.29	3223.37	3805.76	4002.96	3067.74	3140.43	4629.29	4589.4	4633.99	5374.94	5041.24	5506.23
D3YZP9	D3YZP9		Ccdc6		2790.35	4205.82	3390.35	3103.25		3584.88	2838.62	2930.95	2715.9				7172.22			2555.5	2944.28	2744.52	2606.13	2453.64	2574.93	3809.52	3762.88	3360.4	2283.11	3282.85	2429.8	2181.31	2002.27	2456.79	3573.82	2156.3	2551.62
D3Z6Q9	D3Z6Q9		Bin2									1085.89									872.725		578.383					591.504	857.047	1202.46	720.946	1175.56	780.942	895.482	1486.8	1256.45	1001.92
D3Z7H8	D3Z7H8		Cilp2																						9807.82	9315.57	9051.44	9766.31	10255.6	9720.34	9946.24	3109.08		3587.48	5748.18	4301.24	4410.14
E5FYH1	E5FYH1		Topaz1																				424.65	720.546	518.6							1311.04	1455.89	1663.87		677.467	1152.14
E9PV24	E9PV24		Fga		29795.3	27826.3	28032.9	25765.2	23231.4	26342.7	27895.3	25942.4	24600	50990	31984	50804.6	34836.6	35187.9	32715.6	25908.8	25410	24091.5	25600.6	26382.2	27678.3	32690.8	28907.5	27187	25420.6	24758	27608	18430.2	19514.4	20630.7	24597.2	25213.1	27066.5
E9PVA8	E9PVA8		Gcn1		32108.5	34915.3	35314	29314.4	30468.4	34234	28054.5	29779.4	30254.5	105483	102628	92750.1	42462.7	39514.2	35878.8	31036	30407.7	31155.6	29583.6	30288.2	31458	26867.2	28579.9	26386.5	32377.5	31727.2	31787.7	29971	27451.7	28042.8	47668.2	41488.6	37718.5
E9PVD3	E9PVD3		Dchs1								3084.62	3018.72	2282.06							2237.06	2180.76		2718.51	3055.66	2674.29	8667.87	6405.02	6937.24	2528.46	2834.75	2428.18						
E9PW74	E9PW74		Gimd1																		493.405		550.01							864.309	979.582	876.362	874.285	779.672	2580.26	2070.89	2108.06
E9PZJ8	E9PZJ8		Ascc3		2507.55			3988.31	3961.08	3664.18	3627.81	3649.1	3560.08		11471.3	10557.2		7233.08	7589.34	4598.83	3694.17	4187.04	4793.41	4494.26	4447.79	4727.13	4771.2	4764.42	4792.24	4373.59	4599.57	4282.68	5012.97	5209.74	8301.06	6473.16	6492.5
E9PZM4	E9PZM4		Chd2						1132.26		1577.34	1343.87								1082.04		1337.89	964.633	1121.26	1256.6	2336.62	1436.48	1372.63	1305.81	1271.61	1106.69	1822.24	1322.21	1292.66	1870.45	1451.12	1656.15
E9Q1P8	E9Q1P8		Irf2bp2																		564.088		307.068				379.022			674.741	728.092	668.644		422.779	1282.06	1171.14	894.16
E9Q2Z1	E9Q2Z1		Cecr2		7560.65				9515.71	9342.64	9457.08	10459.3															5784.14	5029.04			4245.86		7816.32				
E9Q394	E9Q394		Akap13						2169.8	1412.3	1117.48	1108.26	1275.1							1639.17	1752.34	1395.14	1777.58	1870.41	2354.5	1623.71	1656.9	1719.01	2229.47	2890.85	2530.28	2256.88	2074.91	2132.93	2009.9	2693.68	1616.93
E9Q3C1	E9Q3C1		C2cd2		7425.97	9369.96	9594.66	4605.09	8428.59	8461.07	6047.54	8387.21	8275.06	28382.6	24070.5	15665.4	7658.65	9285.2	14477.9	10080.5	7722.64	9430.87	7067.09	7636.11	7948.37	4861.9	4883.05	4998.85	8180.1	6954.93	7763.35	7409.39	5544.74	7497.51	7994.71	9791.58	8858.39
E9Q3L2	E9Q3L2		Pi4ka			4385.73	8545.15	5241.82	7105.53	5546.96	5041.62	4958.68	4992.52	19217.2	30214.1	26667.1	8175.16	4006.12	7603.2	5772.53	5273.59	5660.16	5094.36	5073.79	5404.19	5144.64	5158.63	5651.19	4932.2	5527.08	5835.87	4947.58	4927.68	4821.66	6715.55	4601.55	6002.17
E9Q414	E9Q414		Apob		21401.9	19416.1	19424.7	16224	17245.1	17762.5	16474	16875.2	16777.2	88666	53829	65539.6	37940.1	30661.9	34875.2	18205.1	18384.6	17975.5	17741.2	17102.9	18376.8	16863.7	16118.6	16514	13719.3	14578.4	14000.7	16266.9	16994.8	17644.6	22100	19343.5	20715.1
E9Q4N7	E9Q4N7		Arid1b			2128.29		1284.96		4038.19	2776.11	4126.34	5642.51				6532.36	4353.67	5365.74	5086.24	5198.62	6380.73	6504.07	6361.63	5758.31		2099.56		1580.53	1438.36	1894.29	1283.24	1318.33	1546.53	1696.49		1292.36
E9Q4Z2	E9Q4Z2		Acacb		18733.6	16190.2	21669	20011.4	18795.7	18958.3	17441.2	18161.3	17404.1	107008	72987.4	88841.1	50840	33521.6	34717.5	20186.7	19502.6	19977.1	19871.5	19519	20119.3	19463.5	18812.7	19300.1	20104.3	20998.7	20089.5	18186.2	16850.2	17244.5	24936	19465.7	19818.7
E9Q555	E9Q555		Rnf213		6217.1	9824.89	5932.67	6255.21	6292.75	6736.89	5564.47	5652.66	5408.17	20120.1			8148.96	9770.19	9167.96	6096.16	6264.54	6533.51	6561.16	6308.46	6791.44	7305.32	6696.81	6654.67	6491.19	6557.24	6267.98	6291.02	6566.82	6438.17	10702.5	8878.04	8555.45
E9Q557	E9Q557		Dsp		79653.6	76887.1	78822.2	184360	189262	169525	28195.5	26819.1	29199.9	204256	179005	154721	58875.7	66309.2	70707.5	31704	29851	29393	28186.2	26853.1	28170.7	23185.6	23523.4	21424.9	22926.5	23265.3	21651.1	24862.7	25288	26448.5	37421.9	25804.2	25910.7
E9Q5C9	E9Q5C9		Nolc1		3450.97	2575.15		2125.95	1980.84	4120.71	3549.08	1818.89	2958.94				3467.33			3576.33	3181.84	2688.25	3713.95	3698.38	3203.46	4382.79	3514.08	3513.76	6240.91	6644.06	4361.61	4374.5	3822.19	4208.78	10014.6	8953.9	7709.92
E9Q5K9	E9Q5K9		Ythdc1																						1458.73	1740.07	1776.25	1570.16	1679.43	1745.97	1309.9	1626.47	1259.46	1719.68	3376.33	2880.63	1751.22
E9Q634	E9Q634		Myo1e		3743.43	2952.48	4691.84	3000.06	4580.43	3657.79	3174.62	2914.33	2960.19						3907.61	2622.61	2476.32	2715.16	2755.15	2710.66	2923.75	2083.02	2671.46	2689.96	3107.86	3204.77	2713.34	3099.75	3108.45	2871.16	4866.88	4812.13	4124.9
E9Q6P5	E9Q6P5		Ttc7b									735.206												1499.3	1689.83				2330.69	2447.56	2666.48	1801.82	2264.73	2212.11	3248.42	2755.38	2218.57
E9Q735	E9Q735		Ube4a		6556.2	7544.46	5409.61	5041.23	6154.67	5308.81	6280.98	5677.9	6902.74	26507	26905	21210.9	8109.47	8947.76	8533.98	6041.34	6399.72	6537.75	6868.92	6827.25	7055.58	5420.72	5999.66	5876.19	8450.87	7187.28	7293.77	8429.41	8123.55	8418.25	7041.75	5803.63	6889.02
E9Q7D5	E9Q7D5		Arhgef5						1073.48		1203.64									1491.67	1819.45	1216.45	1974.79	931.896	1511.24	1468.62	1561.82	1585.12	1058.73	966.031	922.041	1324.95	1149.28	1262.66	2278.32	2158.47	2014.51
E9Q7G0	E9Q7G0		Numa1		56793.6	47950.3	39042.3	30775.4	38690.3	34766.7	24581.7	30301.7	29295	125908	172406	122789	50570.2	70901.4	64249.8	33539.1	36146.7	34205.4	30553.5	30998.2	33563.9	38246.2	35550.4	37571.8	40949.1	37594.6	36814.5	36012.8	36777.9	37795.1	52358.7	47419.9	50559.4
E9Q8D0	E9Q8D0		Dnajc21								1671.38	1637.65								1581.74	2274.9	2472.32	2191.41						3456.16	3046.64	2381.47						
E9QAM5	E9QAM5		Helz2		10331	11105.3	11370.8	7887.71	7600.78	9003.06	8390.94	8167.52	8024.55	40995.5	32786	37786	16376	17398.3	16764.6	10015.7	11177	9793.16	10489.9	10190.2	10441.1	8880.28	8221.67	8002.93	12833.7	12337.6	11514.4	11386	11182.3	12416.5	17346	15094.6	17355
F6ZDS4	F6ZDS4		Tpr		9636.1	9498.22	8890.4	9169.95	7988.23	8475.35	8903.16	8360.31	8374.44	42093.2	42427.9	19062.5	15556.8	15730.1	14461.2	8789.46	8605.37	8037.54	9196.17	9164.94	8947.77	9363.3	8871.98	9041.97	10135	10004.5	10212.7	9955.27	9195.21	9845.09	13500.7	9947.23	9307.4
F7BJB9	F7BJB9		Morc3		16973.1																		373.325		428.948					477.369	520.744	655.966	458.436	484.755		707.448	784.799
F7BWT7	F7BWT7		Tspan15		103752	92838	89840.7	86749.5	81108.4	79662.4	63759	57034.7	62575.4				5071.34			115928	123304	109702	89220.3	87564.8	89016.8	172930	149253	144676	61175.1	64063.9	53977.9	25837.5	22982.4	26894.8	12670.4	13568.2	13132.2
F8VPU2	F8VPU2		Farp1		6983.76	7877.51	6212.11	6029.64	6908.48	6447.64	5557.86	5609.21	5500.74	15377.5	9500.04		9702.62	9448.98	8912.79	5684.03	6001.25	5519.51	4793.28	4722.87	5027.32	3891.39	4262.07	3644.97	5059.51	4945.36	5169.54	4463.71	4552.7	5313.41	7208	6023.96	5793.25
G3X982	G3X982		Aox3		198764	189356	194481	189206	196872	182503	162817	167708	169767	610447	705374	678544	279801	384020	376295	182426	184331	185115	225619	221076	222612	187817	174797	172296	159045	162677	135915	168472	160850	161762	186767	172688	147299
G3X9C2	G3X9C2		Nccrp1		21507.6	27792.6	23527.6	52722.6		45674.3										3595.5	1952.76	2311.15	2193.43	3252.98								1846.98				2056.16	
G3X9K3	G3X9K3		Arfgef1		6693	8366.81	6070.5	5112.17	5244.9	6500.35	5130.62	5488.75	5331.03	13980.4	14523.6	13814.9	9094.95	8213.68	8838.11	5545.98	5648.54	5583.45	5266.53	5453.96	5229.92	6802.55	6602.28	6933.98	6070.52	6304.76	5396.74	5953.52	5779.24	6605.3	8965.63	8438.29	8298.43
G5E829	G5E829		Atp2b1		3032.97	4786.65	3992.52	2256.72	2870.73	3897.94	4057.09	3042.98	4323.7		6131.32		7380.34	3782.98	4762.86	3419.05	3872.79	3874.36	3620.74	3378.26	3796.41	3956.41	4520.93	4135.26	3515.04	3643.28	4559.54	5443.21	5666.75	4833.43	8170.91	7880.86	7311.93
G5E861	G5E861		Sclt1		2958.53	2202.95	2866.34	2709.7	1456.07	2306.92	1928.42	1276.15					2722.28	2877.83	2180.81	2035.27	2108.37	2049.78	2102.74	2315.18	2974.3	1964.34	2357.93	2853.65	3568.75	3488.56	3246.62	2925.46	2679.43	2216.44	5626.6	4386.85	4560.96
G5E870	G5E870		Trip12			3573.8	4889.47	3805.8	3780.68	3474.17	2161.27	3063.23	2335.42				5120.3			2667.55	2937.78	2477.67	3176.79	3016.62	3586.38	3505.82	3220.09	3116.9	4891.92	5036.03	5041.39	3903.75	4577.62	4058.21	5598.44	4269.69	4666.28
