Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1500um_1 Spectral Count	InGel_1500um_2 Spectral Count	InGel_1500um_3 Spectral Count	InGel_1mm_1 Spectral Count	InGel_1mm_2 Spectral Count	InGel_1mm_3 Spectral Count	InGel_2mm_1 Spectral Count	InGel_2mm_2 Spectral Count	InGel_2mm_3 Spectral Count	InGel_3mm_1 Spectral Count	InGel_3mm_2 Spectral Count	InGel_3mm_3 Spectral Count	InTip_1500um_1 Spectral Count	InTip_1500um_2 Spectral Count	InTip_1500um_3 Spectral Count	InTip_1mm_1 Spectral Count	InTip_1mm_2 Spectral Count	InTip_1mm_3 Spectral Count	InTip_2mm_1 Spectral Count	InTip_2mm_2 Spectral Count	InTip_2mm_3 Spectral Count	InTip_350um_1 Spectral Count	InTip_350um_2 Spectral Count	InTip_350um_3 Spectral Count	InTip_3mm_1 Spectral Count	InTip_3mm_2 Spectral Count	InTip_3mm_3 Spectral Count	InTip_500um_1 Spectral Count	InTip_500um_2 Spectral Count	InTip_500um_3 Spectral Count	InTip_750um_1 Spectral Count	InTip_750um_2 Spectral Count	InTip_750um_3 Spectral Count	InGel_1500um_1 Unique Spectral Count	InGel_1500um_2 Unique Spectral Count	InGel_1500um_3 Unique Spectral Count	InGel_1mm_1 Unique Spectral Count	InGel_1mm_2 Unique Spectral Count	InGel_1mm_3 Unique Spectral Count	InGel_2mm_1 Unique Spectral Count	InGel_2mm_2 Unique Spectral Count	InGel_2mm_3 Unique Spectral Count	InGel_3mm_1 Unique Spectral Count	InGel_3mm_2 Unique Spectral Count	InGel_3mm_3 Unique Spectral Count	InTip_1500um_1 Unique Spectral Count	InTip_1500um_2 Unique Spectral Count	InTip_1500um_3 Unique Spectral Count	InTip_1mm_1 Unique Spectral Count	InTip_1mm_2 Unique Spectral Count	InTip_1mm_3 Unique Spectral Count	InTip_2mm_1 Unique Spectral Count	InTip_2mm_2 Unique Spectral Count	InTip_2mm_3 Unique Spectral Count	InTip_350um_1 Unique Spectral Count	InTip_350um_2 Unique Spectral Count	InTip_350um_3 Unique Spectral Count	InTip_3mm_1 Unique Spectral Count	InTip_3mm_2 Unique Spectral Count	InTip_3mm_3 Unique Spectral Count	InTip_500um_1 Unique Spectral Count	InTip_500um_2 Unique Spectral Count	InTip_500um_3 Unique Spectral Count	InTip_750um_1 Unique Spectral Count	InTip_750um_2 Unique Spectral Count	InTip_750um_3 Unique Spectral Count	InGel_1500um_1 Total Spectral Count	InGel_1500um_2 Total Spectral Count	InGel_1500um_3 Total Spectral Count	InGel_1mm_1 Total Spectral Count	InGel_1mm_2 Total Spectral Count	InGel_1mm_3 Total Spectral Count	InGel_2mm_1 Total Spectral Count	InGel_2mm_2 Total Spectral Count	InGel_2mm_3 Total Spectral Count	InGel_3mm_1 Total Spectral Count	InGel_3mm_2 Total Spectral Count	InGel_3mm_3 Total Spectral Count	InTip_1500um_1 Total Spectral Count	InTip_1500um_2 Total Spectral Count	InTip_1500um_3 Total Spectral Count	InTip_1mm_1 Total Spectral Count	InTip_1mm_2 Total Spectral Count	InTip_1mm_3 Total Spectral Count	InTip_2mm_1 Total Spectral Count	InTip_2mm_2 Total Spectral Count	InTip_2mm_3 Total Spectral Count	InTip_350um_1 Total Spectral Count	InTip_350um_2 Total Spectral Count	InTip_350um_3 Total Spectral Count	InTip_3mm_1 Total Spectral Count	InTip_3mm_2 Total Spectral Count	InTip_3mm_3 Total Spectral Count	InTip_500um_1 Total Spectral Count	InTip_500um_2 Total Spectral Count	InTip_500um_3 Total Spectral Count	InTip_750um_1 Total Spectral Count	InTip_750um_2 Total Spectral Count	InTip_750um_3 Total Spectral Count	InGel_1500um_1 Intensity	InGel_1500um_2 Intensity	InGel_1500um_3 Intensity	InGel_1mm_1 Intensity	InGel_1mm_2 Intensity	InGel_1mm_3 Intensity	InGel_2mm_1 Intensity	InGel_2mm_2 Intensity	InGel_2mm_3 Intensity	InGel_3mm_1 Intensity	InGel_3mm_2 Intensity	InGel_3mm_3 Intensity	InTip_1500um_1 Intensity	InTip_1500um_2 Intensity	InTip_1500um_3 Intensity	InTip_1mm_1 Intensity	InTip_1mm_2 Intensity	InTip_1mm_3 Intensity	InTip_2mm_1 Intensity	InTip_2mm_2 Intensity	InTip_2mm_3 Intensity	InTip_350um_1 Intensity	InTip_350um_2 Intensity	InTip_350um_3 Intensity	InTip_3mm_1 Intensity	InTip_3mm_2 Intensity	InTip_3mm_3 Intensity	InTip_500um_1 Intensity	InTip_500um_2 Intensity	InTip_500um_3 Intensity	InTip_750um_1 Intensity	InTip_750um_2 Intensity	InTip_750um_3 Intensity	InGel_1500um_1 MaxLFQ Intensity	InGel_1500um_2 MaxLFQ Intensity	InGel_1500um_3 MaxLFQ Intensity	InGel_1mm_1 MaxLFQ Intensity	InGel_1mm_2 MaxLFQ Intensity	InGel_1mm_3 MaxLFQ Intensity	InGel_2mm_1 MaxLFQ Intensity	InGel_2mm_2 MaxLFQ Intensity	InGel_2mm_3 MaxLFQ Intensity	InGel_3mm_1 MaxLFQ Intensity	InGel_3mm_2 MaxLFQ Intensity	InGel_3mm_3 MaxLFQ Intensity	InTip_1500um_1 MaxLFQ Intensity	InTip_1500um_2 MaxLFQ Intensity	InTip_1500um_3 MaxLFQ Intensity	InTip_1mm_1 MaxLFQ Intensity	InTip_1mm_2 MaxLFQ Intensity	InTip_1mm_3 MaxLFQ Intensity	InTip_2mm_1 MaxLFQ Intensity	InTip_2mm_2 MaxLFQ Intensity	InTip_2mm_3 MaxLFQ Intensity	InTip_350um_1 MaxLFQ Intensity	InTip_350um_2 MaxLFQ Intensity	InTip_350um_3 MaxLFQ Intensity	InTip_3mm_1 MaxLFQ Intensity	InTip_3mm_2 MaxLFQ Intensity	InTip_3mm_3 MaxLFQ Intensity	InTip_500um_1 MaxLFQ Intensity	InTip_500um_2 MaxLFQ Intensity	InTip_500um_3 MaxLFQ Intensity	InTip_750um_1 MaxLFQ Intensity	InTip_750um_2 MaxLFQ Intensity	InTip_750um_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P32020|NLTP_MOUSE	P32020	NLTP_MOUSE	Scp2	547	Mus musculus OX=10090	1:Experimental evidence at protein level	Non-specific lipid-transfer protein	1.0	0.999	113	5717	5717	5717	69	80	77	29	32	36	171	191	183	231	240	212	290	279	280	187	167	178	301	294	309	89	83	73	287	283	281	116	111	103	154	147	154	69	80	77	29	32	36	171	191	183	231	240	212	290	279	280	187	167	178	301	294	309	89	83	73	287	283	281	116	111	103	154	147	154	69	80	77	29	32	36	171	191	183	231	240	212	290	279	280	187	167	178	301	294	309	89	83	73	287	283	281	116	111	103	154	147	154	8549363.0	9621916.0	9917781.0	3825263.0	4371778.0	5225741.0	1.068934E7	1.0450322E7	1.0505355E7	4751335.5	4935541.0	4817618.0	9254658.0	9293460.0	9520786.0	9749362.0	9746915.0	1.0215035E7	6949270.0	6220479.0	6346546.0	1.0730726E7	1.1174405E7	1.115487E7	2147975.0	2440736.0	2822819.5	1.099198E7	1.1157392E7	1.012073E7	1.1330562E7	1.0517731E7	1.0659272E7	4185803.2	3862154.5	4798234.5	2725169.2	3171416.0	3049465.8	4380291.5	4378466.5	4295795.5	3551650.5	3854205.0	3726173.2	4388960.0	4503304.5	4589399.5	4463175.0	4352286.5	4452720.0	4379620.5	4232739.0	4238294.0	4558815.0	4539891.5	4681783.5	3044640.0	3154588.5	3252069.2	5006738.5	5128278.5	4904047.5	5118015.5	5134591.0	5227845.0	
sp|P32067|LA_MOUSE	P32067	LA_MOUSE	Ssb	415	Mus musculus OX=10090	1:Experimental evidence at protein level	Lupus La protein homolog	1.0	0.999	19	144	144	144	0	0	2	0	0	0	5	7	8	7	9	9	9	7	6	2	2	5	8	12	10	0	0	0	7	9	7	0	0	0	4	6	3	0	0	2	0	0	0	5	7	8	7	9	9	9	7	6	2	2	5	8	12	10	0	0	0	7	9	7	0	0	0	4	6	3	0	0	2	0	0	0	5	7	8	7	9	9	9	7	6	2	2	5	8	12	10	0	0	0	7	9	7	0	0	0	4	6	3	0.0	0.0	68056.97	0.0	0.0	0.0	96827.02	153583.88	182439.61	151752.11	115860.99	139137.27	174559.5	195914.22	88095.836	78748.51	77065.84	73768.7	175376.4	172642.28	129065.305	0.0	0.0	0.0	87297.55	65547.66	0.0	0.0	0.0	0.0	144038.44	213102.12	82347.0	0.0	0.0	83130.61	0.0	0.0	0.0	115498.78	84742.02	97341.03	83482.47	79815.44	87848.04	117866.48	87112.12	116992.07	0.0	0.0	91336.79	71424.73	75527.766	63828.43	0.0	0.0	0.0	79361.64	50086.875	102653.88	0.0	0.0	0.0	93736.01	91369.02	121126.48	
sp|P32233|DRG1_MOUSE	P32233	DRG1_MOUSE	Drg1	367	Mus musculus OX=10090	1:Experimental evidence at protein level	Developmentally-regulated GTP-binding protein 1	1.0	0.999	7	146	146	146	7	3	5	1	1	3	5	4	4	10	11	6	7	8	5	6	6	5	6	4	5	0	0	0	3	7	7	0	0	0	8	5	4	7	3	5	1	1	3	5	4	4	10	11	6	7	8	5	6	6	5	6	4	5	0	0	0	3	7	7	0	0	0	8	5	4	7	3	5	1	1	3	5	4	4	10	11	6	7	8	5	6	6	5	6	4	5	0	0	0	3	7	7	0	0	0	8	5	4	124745.39	162460.39	158807.75	77455.73	95703.7	116071.26	122898.13	387810.5	353875.72	491305.3	372130.94	349606.12	327110.97	516550.03	522354.4	279201.28	464751.06	394226.8	214201.69	295982.0	374916.56	0.0	0.0	0.0	86886.8	159255.66	173243.0	0.0	0.0	0.0	269477.9	297338.62	327018.3	141093.88	173723.86	173320.73	0.0	0.0	0.0	155849.25	211830.58	197079.92	189512.6	149451.97	167471.47	200010.39	195490.12	204168.42	175237.72	181215.08	150084.19	134998.47	116608.59	143995.17	0.0	0.0	0.0	0.0	100076.58	107464.81	0.0	0.0	0.0	105949.89	116311.2	122989.16	
sp|P32261|ANT3_MOUSE	P32261	ANT3_MOUSE	Serpinc1	465	Mus musculus OX=10090	1:Experimental evidence at protein level	Antithrombin-III	1.0	0.999	25	551	434	551	1	3	1	1	1	1	23	16	22	32	34	30	25	27	28	14	12	13	42	32	41	0	0	1	50	39	31	3	2	4	9	8	5	1	3	1	1	1	1	18	14	19	24	29	24	20	20	24	8	5	4	37	28	37	0	0	1	44	33	27	1	1	1	4	1	2	1	3	1	1	1	1	23	16	22	32	34	30	25	27	28	14	12	13	42	32	41	0	0	1	50	39	31	3	2	4	9	8	5	0.0	0.0	0.0	0.0	0.0	0.0	388537.03	359191.06	365026.44	691596.7	657919.2	626687.7	174991.0	599746.5	479973.0	378016.03	394798.47	448886.8	487607.66	473711.0	457545.94	0.0	0.0	141091.64	242433.94	323609.0	301157.7	269324.0	267655.12	325359.5	317412.72	323791.7	358613.16	0.0	343159.9	0.0	0.0	0.0	0.0	208493.61	187328.62	191978.56	306892.25	290593.22	289957.6	216286.48	274899.7	253069.78	199714.33	216180.02	235384.7	260528.47	237703.84	237476.02	0.0	0.0	0.0	279758.72	243976.7	217096.12	194666.39	194521.14	238136.62	185246.78	213701.27	254320.44	
sp|P32507|NECT2_MOUSE	P32507	NECT2_MOUSE	Nectin2	530	Mus musculus OX=10090	1:Experimental evidence at protein level	Nectin-2	0.9981	0.999	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1917249.8	38470.566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P32848|PRVA_MOUSE	P32848	PRVA_MOUSE	Pvalb	110	Mus musculus OX=10090	1:Experimental evidence at protein level	Parvalbumin alpha	0.9397	0.999	1	9	9	9	0	0	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133181.34	0.0	0.0	0.0	140884.2	204595.67	205436.0	0.0	0.0	0.0	225932.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P32883|RASK_MOUSE	P32883	RASK_MOUSE	Kras	189	Mus musculus OX=10090	1:Experimental evidence at protein level	GTPase KRas	1.0	0.999	8	41	16	83	0	0	0	0	0	0	5	4	3	3	2	5	1	1	2	2	0	1	2	3	2	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	2	0	0	0	0	0	0	1	1	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	8	6	4	6	7	7	3	4	5	6	0	3	4	4	4	0	0	0	3	5	4	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	98258.836	118344.09	101619.38	126094.6	74362.66	107947.49	99942.03	105736.31	112187.234	108959.45	0.0	97102.46	71093.74	81476.28	68616.77	0.0	0.0	0.0	20569.164	22661.37	25016.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74601.97	84529.24	77777.555	80976.414	0.0	76580.14	0.0	0.0	0.0	0.0	0.0	0.0	54329.74	62752.58	57506.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P32921|SYWC_MOUSE	P32921	SYWC_MOUSE	Wars	481	Mus musculus OX=10090	1:Experimental evidence at protein level	Tryptophan--tRNA ligase, cytoplasmic	1.0	0.999	11	115	115	115	0	0	0	0	0	0	8	8	5	10	11	13	1	4	2	0	1	2	10	4	8	0	0	0	6	10	8	0	1	0	2	1	0	0	0	0	0	0	0	8	8	5	10	11	13	1	4	2	0	1	2	10	4	8	0	0	0	6	10	8	0	1	0	2	1	0	0	0	0	0	0	0	8	8	5	10	11	13	1	4	2	0	1	2	10	4	8	0	0	0	6	10	8	0	1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	170708.36	149285.06	156818.56	272749.0	265143.5	267217.78	0.0	68715.195	71143.96	0.0	71097.31	142955.44	256001.61	94962.65	104538.69	0.0	0.0	0.0	84132.5	222009.53	95521.414	0.0	47963.53	0.0	115634.0	40899.977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105968.39	91029.94	99817.17	108734.26	100760.3	111084.45	0.0	98309.89	94802.836	0.0	0.0	95325.23	114307.86	135153.45	131496.95	0.0	0.0	0.0	129482.83	123158.33	131981.22	0.0	0.0	0.0	76899.45	0.0	0.0	
sp|P33267|CP2F2_MOUSE	P33267	CP2F2_MOUSE	Cyp2f2	491	Mus musculus OX=10090	1:Experimental evidence at protein level	Cytochrome P450 2F2	1.0	0.999	76	3687	3524	3687	31	23	27	4	9	8	116	101	96	153	154	147	171	191	178	131	125	130	220	189	198	65	63	61	215	208	202	69	75	83	84	81	79	29	22	26	4	7	8	109	93	87	145	147	138	165	180	169	125	117	125	208	184	189	64	61	58	213	203	198	66	71	79	80	77	77	31	23	27	4	9	8	116	101	96	153	154	147	171	191	178	131	125	130	220	189	198	65	63	61	215	208	202	69	75	83	84	81	79	549871.8	663932.9	579182.0	239485.11	192248.78	228611.25	1374098.2	1354343.4	1374035.4	1535985.1	1573994.2	1537194.0	1858536.5	1989209.5	1957215.8	1914865.8	1841128.2	1945121.6	1836744.0	1566953.5	1593481.5	1782163.9	1895366.8	1614810.8	2083339.2	1611965.6	1721411.5	1659047.9	1663279.2	1592655.0	1200368.4	1072107.4	1077315.2	853644.6	864227.7	925234.1	1763574.9	1580481.5	1203851.1	985195.6	925377.75	900616.25	1713128.5	1539019.0	1374925.2	1559422.1	1633734.6	1689670.8	1472406.6	1472247.0	1323129.8	1816726.8	1845262.5	1645507.0	1855593.4	1930948.2	1996055.2	1772223.4	1830069.9	1913746.1	1845765.1	1842200.9	1814894.0	1229225.4	1198986.4	1234294.1	
sp|P33622|APOC3_MOUSE	P33622	APOC3_MOUSE	Apoc3	99	Mus musculus OX=10090	1:Experimental evidence at protein level	Apolipoprotein C-III	0.9397	0.999	1	25	25	25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	4	3	3	1	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	4	3	3	1	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	4	3	3	1	1	0	0	0	1	2	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136281.03	143622.42	126698.06	111819.68	122550.45	172555.22	106993.0	130355.95	74208.93	201689.11	123148.586	194453.34	0.0	0.0	0.0	135861.39	158810.47	166899.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P34022|RANG_MOUSE	P34022	RANG_MOUSE	Ranbp1	203	Mus musculus OX=10090	1:Experimental evidence at protein level	Ran-specific GTPase-activating protein	1.0	0.999	6	42	42	42	0	0	0	0	0	0	1	3	3	6	2	3	3	3	3	1	1	0	2	2	2	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	1	3	3	6	2	3	3	3	3	1	1	0	2	2	2	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	1	3	3	6	2	3	3	3	3	1	1	0	2	2	2	0	0	0	0	0	0	0	0	0	3	2	2	0.0	0.0	0.0	0.0	0.0	0.0	67770.05	220787.66	234526.52	119626.01	69048.77	244667.86	194406.38	115390.94	156577.19	150731.45	0.0	0.0	204590.22	230029.75	229635.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365886.56	322336.62	102230.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128258.25	137037.95	109382.77	102190.25	142147.88	116088.52	111252.195	145000.61	0.0	0.0	0.0	107978.586	129839.05	129522.445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206646.77	185234.44	155442.03	
sp|P34152|FAK1_MOUSE	P34152	FAK1_MOUSE	Ptk2	1090	Mus musculus OX=10090	1:Experimental evidence at protein level	Focal adhesion kinase 1	0.9756	0.9975	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23343.51	27465.781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P34884|MIF_MOUSE	P34884	MIF_MOUSE	Mif	115	Mus musculus OX=10090	1:Experimental evidence at protein level	Macrophage migration inhibitory factor	1.0	0.999	10	471	471	471	2	2	3	0	0	0	32	27	27	23	23	18	13	14	18	14	15	19	19	20	20	12	9	6	18	18	17	12	11	14	19	13	13	2	2	3	0	0	0	32	27	27	23	23	18	13	14	18	14	15	19	19	20	20	12	9	6	18	18	17	12	11	14	19	13	13	2	2	3	0	0	0	32	27	27	23	23	18	13	14	18	14	15	19	19	20	20	12	9	6	18	18	17	12	11	14	19	13	13	189745.88	110882.016	223781.17	0.0	0.0	0.0	1850748.9	2512612.8	2513088.8	1772320.5	1904283.9	1931676.6	1419554.2	1911416.6	1893726.4	1727950.2	1818535.5	1708753.8	1551087.2	1823044.9	1934289.5	1658513.0	1672689.6	916178.5	1092970.8	1198239.5	1206802.2	1845423.4	2004370.9	2156514.8	2163635.5	2069706.0	2109558.0	0.0	0.0	376942.8	0.0	0.0	0.0	749852.2	888220.25	854624.1	896484.0	965838.9	1020730.7	936395.7	876990.7	924573.56	893999.94	932294.7	867757.4	740365.1	826829.6	968835.94	941549.6	810106.25	777952.94	704475.3	727211.5	728285.75	1102929.4	1281789.9	1221244.9	981193.44	1005516.6	1088713.2	
sp|P34914|HYES_MOUSE	P34914	HYES_MOUSE	Ephx2	554	Mus musculus OX=10090	1:Experimental evidence at protein level	Bifunctional epoxide hydrolase 2	1.0	0.999	120	5730	5730	5730	30	25	40	10	7	16	147	138	134	207	230	226	306	287	333	216	220	208	334	332	335	67	60	58	335	324	344	87	91	100	155	167	161	30	25	40	10	7	16	147	138	134	207	230	226	306	287	333	216	220	208	334	332	335	67	60	58	335	324	344	87	91	100	155	167	161	30	25	40	10	7	16	147	138	134	207	230	226	306	287	333	216	220	208	334	332	335	67	60	58	335	324	344	87	91	100	155	167	161	320092.78	454603.84	709786.2	0.0	0.0	0.0	3745646.5	3749398.5	3859782.5	4319814.5	4493221.0	4313238.5	3827509.2	3790446.2	3870937.2	3959403.5	4051516.5	4215731.5	4609098.5	4724681.5	4585295.5	4492949.0	4212112.0	4179871.0	4426288.5	4748452.0	4704052.0	3890953.5	3940874.0	3856612.5	4260339.0	4322398.0	4208917.0	1833750.1	1047152.3	1204837.2	2023155.9	2440527.8	2775521.0	2268540.2	2217430.0	2219469.8	4374610.0	3675639.2	3728486.5	4481922.0	4442850.0	4452497.5	4230764.0	4075762.8	3909314.8	3951084.5	3967902.8	3886359.0	2982786.0	3284765.0	3422005.0	5467048.5	5587459.5	5452649.0	3404574.5	3520828.0	3543907.5	3781307.5	4008497.5	3827581.2	
sp|P34927|ASGR1_MOUSE	P34927	ASGR1_MOUSE	Asgr1	284	Mus musculus OX=10090	1:Experimental evidence at protein level	Asialoglycoprotein receptor 1	1.0	0.999	16	425	405	425	7	8	9	11	5	10	9	15	16	11	18	16	14	14	14	17	10	16	15	27	19	5	10	8	11	18	21	11	13	9	12	12	14	7	8	9	11	5	10	9	15	16	11	18	16	13	12	13	15	10	15	15	27	19	3	8	7	11	18	21	10	12	7	10	12	12	7	8	9	11	5	10	9	15	16	11	18	16	14	14	14	17	10	16	15	27	19	5	10	8	11	18	21	11	13	9	12	12	14	1114819.2	1240524.4	1181080.0	824667.1	856479.8	401019.38	1037004.0	1066016.0	1071333.2	781713.4	822323.25	833146.4	979941.1	708737.4	702334.4	1043048.4	1121779.2	1107320.1	1039402.9	1009605.25	1000254.7	764761.25	1395016.5	1382919.2	473758.88	323892.44	295877.62	1478778.2	1334306.5	1449217.9	1206309.8	1273159.5	1264907.8	415171.78	498075.0	502854.5	248792.34	288390.12	284945.22	443920.2	449017.94	452464.5	326281.97	341015.8	338661.38	430222.28	416397.25	422886.03	457214.16	467410.22	492534.75	420141.3	412500.5	421672.3	443910.2	595846.44	580533.3	214387.52	253016.66	234981.3	654026.44	618151.8	641608.8	524337.2	538997.75	538998.8	
sp|P35123|UBP4_MOUSE	P35123	UBP4_MOUSE	Usp4	962	Mus musculus OX=10090	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 4	1.0	0.999	9	32	32	32	0	0	0	0	0	0	1	0	0	1	2	2	0	1	1	0	0	0	3	7	4	0	0	0	5	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	2	0	1	1	0	0	0	3	7	4	0	0	0	5	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	2	0	1	1	0	0	0	3	7	4	0	0	0	5	3	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38115.51	0.0	0.0	0.0	0.0	0.0	0.0	38437.043	48638.527	36487.668	0.0	0.0	0.0	48548.832	48768.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P35235|PTN11_MOUSE	P35235	PTN11_MOUSE	Ptpn11	597	Mus musculus OX=10090	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type 11	1.0	0.999	10	77	77	77	1	4	4	1	0	0	1	3	4	2	2	2	6	3	4	2	2	0	4	3	7	0	0	0	10	4	4	0	0	0	1	3	0	1	4	4	1	0	0	1	3	4	2	2	2	6	3	4	2	2	0	4	3	7	0	0	0	10	4	4	0	0	0	1	3	0	1	4	4	1	0	0	1	3	4	2	2	2	6	3	4	2	2	0	4	3	7	0	0	0	10	4	4	0	0	0	1	3	0	80066.195	56828.406	78588.73	68829.62	0.0	0.0	76527.06	71099.016	64600.266	85394.086	73700.27	74795.164	63831.164	68623.64	68137.04	76998.59	67859.79	0.0	75538.18	44379.31	47158.492	0.0	0.0	0.0	68126.375	51447.89	61596.418	0.0	0.0	0.0	53748.438	41882.266	0.0	0.0	68831.76	0.0	0.0	0.0	0.0	0.0	82320.71	74916.47	103637.86	90123.1	90574.81	72244.2	78222.28	68408.69	0.0	0.0	0.0	83667.85	58997.973	71769.28	0.0	0.0	0.0	84205.34	68524.29	77425.81	0.0	0.0	0.0	0.0	51036.43	0.0	
