Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1_1 Spectral Count	InGel_1_2 Spectral Count	InGel_1_3 Spectral Count	InGel_1_4 Spectral Count	InGel_1_5 Spectral Count	InGel_1_6 Spectral Count	InGel_2_1 Spectral Count	InGel_2_2 Spectral Count	InGel_2_3 Spectral Count	InGel_2_4 Spectral Count	InGel_2_5 Spectral Count	InGel_2_6 Spectral Count	InTip_1_1 Spectral Count	InTip_1_2 Spectral Count	InTip_1_3 Spectral Count	InTip_1_4 Spectral Count	InTip_1_5 Spectral Count	InTip_1_6 Spectral Count	InTip_2_1 Spectral Count	InTip_2_2 Spectral Count	InTip_2_3 Spectral Count	InTip_2_4 Spectral Count	InTip_2_5 Spectral Count	InTip_2_6 Spectral Count	InGel_1_1 Unique Spectral Count	InGel_1_2 Unique Spectral Count	InGel_1_3 Unique Spectral Count	InGel_1_4 Unique Spectral Count	InGel_1_5 Unique Spectral Count	InGel_1_6 Unique Spectral Count	InGel_2_1 Unique Spectral Count	InGel_2_2 Unique Spectral Count	InGel_2_3 Unique Spectral Count	InGel_2_4 Unique Spectral Count	InGel_2_5 Unique Spectral Count	InGel_2_6 Unique Spectral Count	InTip_1_1 Unique Spectral Count	InTip_1_2 Unique Spectral Count	InTip_1_3 Unique Spectral Count	InTip_1_4 Unique Spectral Count	InTip_1_5 Unique Spectral Count	InTip_1_6 Unique Spectral Count	InTip_2_1 Unique Spectral Count	InTip_2_2 Unique Spectral Count	InTip_2_3 Unique Spectral Count	InTip_2_4 Unique Spectral Count	InTip_2_5 Unique Spectral Count	InTip_2_6 Unique Spectral Count	InGel_1_1 Total Spectral Count	InGel_1_2 Total Spectral Count	InGel_1_3 Total Spectral Count	InGel_1_4 Total Spectral Count	InGel_1_5 Total Spectral Count	InGel_1_6 Total Spectral Count	InGel_2_1 Total Spectral Count	InGel_2_2 Total Spectral Count	InGel_2_3 Total Spectral Count	InGel_2_4 Total Spectral Count	InGel_2_5 Total Spectral Count	InGel_2_6 Total Spectral Count	InTip_1_1 Total Spectral Count	InTip_1_2 Total Spectral Count	InTip_1_3 Total Spectral Count	InTip_1_4 Total Spectral Count	InTip_1_5 Total Spectral Count	InTip_1_6 Total Spectral Count	InTip_2_1 Total Spectral Count	InTip_2_2 Total Spectral Count	InTip_2_3 Total Spectral Count	InTip_2_4 Total Spectral Count	InTip_2_5 Total Spectral Count	InTip_2_6 Total Spectral Count	InGel_1_1 Intensity	InGel_1_2 Intensity	InGel_1_3 Intensity	InGel_1_4 Intensity	InGel_1_5 Intensity	InGel_1_6 Intensity	InGel_2_1 Intensity	InGel_2_2 Intensity	InGel_2_3 Intensity	InGel_2_4 Intensity	InGel_2_5 Intensity	InGel_2_6 Intensity	InTip_1_1 Intensity	InTip_1_2 Intensity	InTip_1_3 Intensity	InTip_1_4 Intensity	InTip_1_5 Intensity	InTip_1_6 Intensity	InTip_2_1 Intensity	InTip_2_2 Intensity	InTip_2_3 Intensity	InTip_2_4 Intensity	InTip_2_5 Intensity	InTip_2_6 Intensity	InGel_1_1 MaxLFQ Intensity	InGel_1_2 MaxLFQ Intensity	InGel_1_3 MaxLFQ Intensity	InGel_1_4 MaxLFQ Intensity	InGel_1_5 MaxLFQ Intensity	InGel_1_6 MaxLFQ Intensity	InGel_2_1 MaxLFQ Intensity	InGel_2_2 MaxLFQ Intensity	InGel_2_3 MaxLFQ Intensity	InGel_2_4 MaxLFQ Intensity	InGel_2_5 MaxLFQ Intensity	InGel_2_6 MaxLFQ Intensity	InTip_1_1 MaxLFQ Intensity	InTip_1_2 MaxLFQ Intensity	InTip_1_3 MaxLFQ Intensity	InTip_1_4 MaxLFQ Intensity	InTip_1_5 MaxLFQ Intensity	InTip_1_6 MaxLFQ Intensity	InTip_2_1 MaxLFQ Intensity	InTip_2_2 MaxLFQ Intensity	InTip_2_3 MaxLFQ Intensity	InTip_2_4 MaxLFQ Intensity	InTip_2_5 MaxLFQ Intensity	InTip_2_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|P14901|HMOX1_MOUSE	P14901	HMOX1_MOUSE	Hmox1	289	Mus musculus OX=10090	1:Experimental evidence at protein level	Heme oxygenase 1	1.0	0.999	4	25	25	25	1	1	1	1	1	1	1	0	2	0	1	2	2	0	1	3	0	2	1	2	1	1	0	0	1	1	1	1	1	1	1	0	2	0	1	2	2	0	1	3	0	2	1	2	1	1	0	0	1	1	1	1	1	1	1	0	2	0	1	2	2	0	1	3	0	2	1	2	1	1	0	0	207644.84	142295.3	109982.98	189775.6	254770.8	0.0	123413.73	0.0	103571.32	0.0	118623.39	69148.445	107619.15	0.0	153334.12	0.0	0.0	134389.19	122723.9	0.0	82004.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103571.32	0.0	0.0	69148.445	107619.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P15105|GLNA_MOUSE	P15105	GLNA_MOUSE	Glul	373	Mus musculus OX=10090	1:Experimental evidence at protein level	Glutamine synthetase	1.0	0.999	55	1551	1551	1551	43	67	5	6	62	5	77	16	5	44	12	106	108	161	99	59	55	149	96	45	89	50	79	113	43	67	5	6	62	5	77	16	5	44	12	106	108	161	99	59	55	149	96	45	89	50	79	113	43	67	5	6	62	5	77	16	5	44	12	106	108	161	99	59	55	149	96	45	89	50	79	113	3564693.0	8126910.5	876469.25	294718.2	8218645.5	337621.75	3860099.0	713286.9	288678.5	1693193.9	578783.1	6391061.0	5010862.5	8306426.5	5470951.5	1729115.8	2041904.0	8207178.0	3573504.8	1378537.8	3678044.2	1106532.6	3071278.5	4445600.5	2513236.8	4949463.0	581699.94	271754.5	3366561.5	281595.3	2220814.2	603811.7	247106.95	1298999.5	485029.38	4272921.0	3719801.0	6290918.0	4151426.2	1397713.9	1578419.6	5964963.5	1658397.2	1019276.1	1649255.8	803376.4	1942971.5	2506593.2	
sp|P15116|CADH2_MOUSE	P15116	CADH2_MOUSE	Cdh2	906	Mus musculus OX=10090	1:Experimental evidence at protein level	Cadherin-2	1.0	0.999	14	169	169	169	0	0	0	0	1	0	4	4	7	8	3	5	5	3	7	14	10	15	9	17	10	15	12	20	0	0	0	0	1	0	4	4	7	8	3	5	5	3	7	14	10	15	9	17	10	15	12	20	0	0	0	0	1	0	4	4	7	8	3	5	5	3	7	14	10	15	9	17	10	15	12	20	0.0	0.0	0.0	0.0	0.0	0.0	60995.75	70211.12	51631.68	82459.36	44059.56	82797.23	81577.66	75704.016	126381.39	112292.06	72063.89	117512.16	48830.383	143487.89	116281.375	163255.17	150666.5	127804.8	0.0	0.0	0.0	0.0	0.0	0.0	124927.09	61204.55	107088.76	76669.69	100613.32	83687.77	119874.01	152085.3	129121.875	103091.48	133717.77	119111.45	112927.18	130691.445	146236.69	168517.64	149341.33	157791.23	
sp|P15208|INSR_MOUSE	P15208	INSR_MOUSE	Insr	1372	Mus musculus OX=10090	1:Experimental evidence at protein level	Insulin receptor	1.0	0.999	5	56	56	56	2	1	3	3	0	0	3	0	3	0	0	4	4	5	7	5	4	4	0	3	0	3	2	0	2	1	3	3	0	0	3	0	3	0	0	4	4	5	7	5	4	4	0	3	0	3	2	0	2	1	3	3	0	0	3	0	3	0	0	4	4	5	7	5	4	4	0	3	0	3	2	0	36485.25	42685.91	34084.96	40533.984	0.0	0.0	24108.666	0.0	31281.893	0.0	0.0	31757.867	40525.277	41303.773	43693.59	38448.977	45413.145	49070.566	0.0	18143.363	0.0	23578.357	22957.955	0.0	0.0	0.0	0.0	66439.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55392.594	59471.465	65609.39	50265.293	60543.957	63275.066	0.0	25516.855	0.0	0.0	32288.297	0.0	
sp|P15327|PMGE_MOUSE	P15327	PMGE_MOUSE	Bpgm	259	Mus musculus OX=10090	1:Experimental evidence at protein level	Bisphosphoglycerate mutase	1.0	0.999	6	62	62	62	0	0	0	1	0	6	2	14	2	3	4	1	3	4	0	1	0	3	2	4	0	5	6	1	0	0	0	1	0	6	2	14	2	3	4	1	3	4	0	1	0	3	2	4	0	5	6	1	0	0	0	1	0	6	2	14	2	3	4	1	3	4	0	1	0	3	2	4	0	5	6	1	0.0	0.0	0.0	0.0	0.0	58150.934	18552.871	103036.49	31749.76	32050.49	45932.273	22697.64	27552.285	27752.314	0.0	0.0	0.0	21687.848	89752.79	102892.31	0.0	68491.85	99754.83	42192.2	0.0	0.0	0.0	0.0	0.0	87821.94	0.0	71732.03	46362.145	44433.9	59406.754	0.0	39405.38	37947.293	0.0	0.0	0.0	0.0	61714.418	70366.984	0.0	46977.637	60289.94	0.0	
sp|P15508|SPTB1_MOUSE	P15508	SPTB1_MOUSE	Sptb	2128	Mus musculus OX=10090	1:Experimental evidence at protein level	Spectrin beta chain, erythrocytic	1.0	0.999	16	54	54	99	1	0	1	1	0	1	9	0	2	2	1	6	3	4	0	1	3	3	2	2	2	3	3	4	1	0	1	1	0	1	9	0	2	2	1	6	3	4	0	1	3	3	2	2	2	3	3	4	1	0	1	3	0	1	11	0	4	2	3	12	9	9	0	8	9	7	2	3	2	5	3	4	0.0	0.0	41172.305	36502.28	0.0	56947.508	51879.92	0.0	34190.414	54897.09	28834.533	50985.16	51119.39	63412.145	0.0	51176.64	52324.15	48468.562	37938.652	40926.273	55029.594	38253.7	27015.879	36726.316	0.0	0.0	0.0	0.0	0.0	0.0	76196.48	0.0	0.0	0.0	0.0	76237.5	0.0	93980.13	0.0	0.0	77543.18	0.0	56229.86	60653.027	81550.48	56689.633	0.0	0.0	
sp|P15532|NDKA_MOUSE	P15532	NDKA_MOUSE	Nme1	152	Mus musculus OX=10090	1:Experimental evidence at protein level	Nucleoside diphosphate kinase A	1.0	0.999	21	213	213	1158	3	4	4	3	1	5	6	5	5	5	5	8	17	11	14	18	17	14	7	12	5	18	12	14	3	4	4	3	1	5	6	5	5	5	5	8	17	11	14	18	17	14	7	12	5	18	12	14	38	41	36	38	33	37	43	44	44	44	44	50	58	58	53	60	56	57	51	53	35	68	48	69	280040.94	280458.44	245220.84	165733.1	109340.67	176085.64	254483.94	291898.78	267856.5	227129.73	245178.19	254084.48	620753.2	625395.0	551413.25	591561.56	427896.16	494562.34	227245.56	229540.06	217834.25	199263.31	328625.2	189377.66	121836.47	133212.31	108176.19	121812.664	0.0	72978.27	102559.65	116805.04	119675.82	100522.44	95283.195	112910.055	256645.78	275699.4	274620.62	299635.8	282795.2	265554.97	219013.95	157510.28	198424.27	311535.97	113443.695	277382.2	
sp|P15626|GSTM2_MOUSE	P15626	GSTM2_MOUSE	Gstm2	218	Mus musculus OX=10090	1:Experimental evidence at protein level	Glutathione S-transferase Mu 2	1.0	0.999	41	872	678	1868	11	22	12	16	26	10	37	41	45	40	49	49	29	25	31	34	27	24	49	69	42	56	72	56	5	14	5	12	13	5	30	35	37	34	43	40	21	22	23	27	21	17	38	59	29	45	60	43	32	34	32	31	41	27	59	64	62	61	68	74	77	75	79	85	81	80	118	156	114	137	135	146	277946.84	329731.6	236408.17	278895.9	177938.38	236391.08	626818.4	1038431.7	986976.9	860357.25	1047594.6	1057183.0	643966.3	543931.8	622645.5	575480.8	434762.4	523003.66	689658.4	1223708.0	474434.06	318622.62	1204207.2	788393.4	192664.88	189710.6	191323.33	173713.8	165800.36	167860.17	374738.1	622106.94	498859.72	462119.9	520938.8	523997.72	289417.25	289616.34	303871.88	271457.25	223543.42	289742.12	433428.0	537088.8	369397.97	326625.1	540070.3	527238.0	
sp|P15864|H12_MOUSE	P15864	H12_MOUSE	Hist1h1c	212	Mus musculus OX=10090	1:Experimental evidence at protein level	Histone H1.2	1.0	0.999	26	596	268	964	23	22	23	25	42	21	29	40	26	25	34	23	16	13	13	11	15	10	34	31	36	25	32	27	11	12	11	14	18	9	14	16	8	9	13	7	8	6	8	7	8	5	14	15	16	11	16	12	40	34	34	37	64	31	39	56	39	36	49	37	31	27	30	22	26	22	56	52	61	44	54	43	2234646.0	1941934.9	2141851.5	2199817.8	1302143.1	1980872.4	1578965.1	1429424.8	1700420.4	1383711.0	1575347.6	1326153.0	1853670.9	2033633.2	1934043.0	1850448.4	1784704.1	1796485.5	1109325.8	1169324.8	1246645.0	1260764.6	1269690.5	1080916.4	1036943.0	1055828.0	1144791.8	912609.8	1778782.2	1218267.8	881938.9	952011.0	803559.7	923529.8	1091935.2	840467.8	1477995.0	1608654.4	1612541.0	1471163.9	1391042.6	1374627.4	1382722.0	1149818.1	1665730.2	1185342.2	1136881.6	1205573.9	
sp|P16015|CAH3_MOUSE	P16015	CAH3_MOUSE	Ca3	260	Mus musculus OX=10090	1:Experimental evidence at protein level	Carbonic anhydrase 3	1.0	0.999	99	6099	6075	6099	92	86	68	64	68	59	207	237	213	205	189	263	227	231	261	263	227	251	493	501	461	486	473	474	92	86	68	64	68	59	206	236	211	205	188	262	224	230	260	262	226	250	490	500	460	485	473	470	92	86	68	64	68	59	207	237	213	205	189	263	227	231	261	263	227	251	493	501	461	486	473	474	1.5609232E7	1.4107936E7	1.5546764E7	1.1942353E7	1.7743202E7	1.485839E7	2.846448E7	3.1661472E7	2.3074334E7	2.968097E7	2.9063884E7	2.6503742E7	8207241.5	1.0014218E7	1.0279736E7	9164230.0	1.0344986E7	1.0301348E7	2.2374416E7	2.1616216E7	2.6482084E7	1.826605E7	2.2375532E7	2.4929706E7	6635719.5	5611127.0	6728730.5	4636158.0	5116705.0	5652272.0	1.1474932E7	1.1788811E7	1.1356262E7	1.075629E7	1.1498866E7	1.212707E7	7734380.0	9147657.0	8929038.0	8872263.0	8687593.0	9981228.0	1.2867407E7	1.5861874E7	1.361805E7	1.510737E7	1.5654939E7	1.4920899E7	
sp|P16045|LEG1_MOUSE	P16045	LEG1_MOUSE	Lgals1	135	Mus musculus OX=10090	1:Experimental evidence at protein level	Galectin-1	1.0	0.999	3	82	82	82	1	0	2	1	1	2	8	2	3	2	3	2	10	8	8	7	6	4	0	3	0	2	5	2	1	0	2	1	1	2	8	2	3	2	3	2	10	8	8	7	6	4	0	3	0	2	5	2	1	0	2	1	1	2	8	2	3	2	3	2	10	8	8	7	6	4	0	3	0	2	5	2	57941.957	0.0	65435.023	55896.984	48066.77	52051.324	58989.92	33355.875	27364.38	60176.258	24753.57	45520.07	123996.14	72124.805	132837.53	103848.58	79680.836	112586.0	0.0	45337.312	0.0	35529.668	49212.188	31022.76	0.0	0.0	0.0	0.0	0.0	0.0	33170.35	0.0	0.0	34899.965	33604.742	0.0	73473.516	87281.945	77584.75	60173.402	47383.223	67650.766	0.0	23480.066	0.0	18785.79	27104.123	0.0	
sp|P16110|LEG3_MOUSE	P16110	LEG3_MOUSE	Lgals3	264	Mus musculus OX=10090	1:Experimental evidence at protein level	Galectin-3	0.9997	0.9989	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29192.617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16125|LDHB_MOUSE	P16125	LDHB_MOUSE	Ldhb	334	Mus musculus OX=10090	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	0.9973	0.999	4	11	11	47	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	8	0	0	8	9	7	0	0	0	0	0	0	0.0	0.0	0.0	26083.588	0.0	0.0	0.0	25524.852	0.0	0.0	0.0	0.0	177874.89	0.0	0.0	16889.676	170033.48	192790.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136619.05	157352.03	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16254|SRP14_MOUSE	P16254	SRP14_MOUSE	Srp14	110	Mus musculus OX=10090	1:Experimental evidence at protein level	Signal recognition particle 14 kDa protein	1.0	0.999	5	68	68	68	1	1	1	1	1	2	1	2	3	1	2	2	3	2	7	2	6	5	6	4	5	5	4	1	1	1	1	1	1	2	1	2	3	1	2	2	3	2	7	2	6	5	6	4	5	5	4	1	1	1	1	1	1	2	1	2	3	1	2	2	3	2	7	2	6	5	6	4	5	5	4	1	57409.81	61244.58	62666.312	60739.062	59766.543	60072.887	45222.246	62010.68	54733.383	50500.24	53624.035	33104.777	129389.234	93926.62	105447.64	107575.17	133700.12	132346.47	93818.04	137227.83	56960.85	141173.19	119214.97	65250.688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76542.29	56841.49	63630.09	64586.633	77424.836	79930.766	56372.074	81057.15	0.0	74010.49	72074.91	0.0	
sp|P16294|FA9_MOUSE	P16294	FA9_MOUSE	F9	471	Mus musculus OX=10090	2:Experimental evidence at transcript level	Coagulation factor IX	1.0	0.999	4	14	14	14	0	0	0	0	0	0	2	1	0	0	0	1	2	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	0	2	3	2	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	17770.285	0.0	0.0	0.0	0.0	0.0	44941.277	0.0	37516.89	49938.39	51511.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16301|LCAT_MOUSE	P16301	LCAT_MOUSE	Lcat	438	Mus musculus OX=10090	1:Experimental evidence at protein level	Phosphatidylcholine-sterol acyltransferase	0.9882	0.999	2	6	6	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41994.96	0.0	0.0	50641.805	0.0	0.0	0.0	20219.338	0.0	0.0	0.0	0.0	0.0	0.0	37255.92	47830.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16330|CN37_MOUSE	P16330	CN37_MOUSE	Cnp	420	Mus musculus OX=10090	1:Experimental evidence at protein level	2',3'-cyclic-nucleotide 3'-phosphodiesterase	1.0	0.999	5	12	12	12	1	0	2	2	0	1	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0	1	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0	1	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16331|PH4H_MOUSE	P16331	PH4H_MOUSE	Pah	453	Mus musculus OX=10090	1:Experimental evidence at protein level	Phenylalanine-4-hydroxylase	1.0	0.999	55	2151	2146	2151	65	58	55	45	50	49	70	73	69	62	64	81	136	126	134	113	125	116	96	124	92	122	111	115	65	57	55	45	50	49	70	73	68	62	64	81	135	124	134	113	125	116	96	124	92	122	111	115	65	58	55	45	50	49	70	73	69	62	64	81	136	126	134	113	125	116	96	124	92	122	111	115	2100713.8	2471713.0	2109217.5	1916724.5	2153301.2	2386558.0	2861147.2	2520596.2	2377550.0	2421903.8	2431700.2	2927771.8	5005029.0	4311053.5	5991159.0	4804477.0	4946866.5	5483922.5	3522448.0	3308957.0	3677035.0	3438846.2	3527398.0	3355481.8	1737767.1	1869540.1	1552525.2	1545724.4	1140361.5	1688491.2	1305866.6	1294035.6	1204463.5	1237086.4	1153519.4	1424667.8	1960554.5	1895810.8	2035889.6	1997733.1	1974287.5	2074740.2	1408744.1	1446617.8	1160036.0	1477643.0	1491239.4	1391742.9	
sp|P16332|MUTA_MOUSE	P16332	MUTA_MOUSE	Mut	748	Mus musculus OX=10090	1:Experimental evidence at protein level	Methylmalonyl-CoA mutase, mitochondrial	1.0	0.999	40	1157	1157	1157	24	22	14	16	23	27	47	56	43	44	34	48	68	56	65	70	64	61	51	60	50	80	67	67	24	22	14	16	23	27	47	56	43	44	34	48	68	56	65	70	64	61	51	60	50	80	67	67	24	22	14	16	23	27	47	56	43	44	34	48	68	56	65	70	64	61	51	60	50	80	67	67	485632.34	549345.56	440682.34	506940.7	324827.78	442242.8	675936.94	764020.94	752201.94	732450.44	682542.0	695781.9	652915.6	595141.0	641581.3	619871.9	629801.4	591471.44	529130.94	681607.3	555946.44	663717.0	658726.9	474510.56	252608.7	273499.28	245703.67	261788.36	183004.95	236514.39	319311.88	345923.94	363709.53	336034.47	306351.5	327928.53	347436.0	315229.78	324719.5	350221.78	339068.8	322659.84	336604.72	337038.28	371792.34	333793.56	326406.06	332314.66	
sp|P16406|AMPE_MOUSE	P16406	AMPE_MOUSE	Enpep	945	Mus musculus OX=10090	1:Experimental evidence at protein level	Glutamyl aminopeptidase	1.0	0.999	25	338	338	338	10	10	7	12	11	7	13	15	10	15	11	14	17	21	19	20	25	19	16	19	10	16	10	11	10	10	7	12	11	7	13	15	10	15	11	14	17	21	19	20	25	19	16	19	10	16	10	11	10	10	7	12	11	7	13	15	10	15	11	14	17	21	19	20	25	19	16	19	10	16	10	11	234148.52	168299.0	216964.06	156085.73	278962.38	213732.11	174658.89	174475.69	137098.38	88934.586	191780.55	162899.16	138816.44	126514.1	122740.9	129216.27	120765.336	141458.5	225659.52	224682.33	210189.84	216564.48	199740.88	187306.25	127626.484	107870.96	124216.11	105801.52	134600.92	119366.06	108617.86	115646.8	109758.945	77742.73	116283.73	108908.95	107917.164	105284.6	93147.664	111048.38	110732.35	133898.81	125901.75	121899.38	118938.8	126235.586	141806.53	136384.1	
sp|P16460|ASSY_MOUSE	P16460	ASSY_MOUSE	Ass1	412	Mus musculus OX=10090	1:Experimental evidence at protein level	Argininosuccinate synthase	1.0	0.999	111	5604	5604	5604	115	118	121	123	117	114	145	190	199	170	181	148	285	280	249	298	324	263	321	340	367	414	310	412	115	118	121	123	117	114	145	190	199	170	181	148	285	280	249	298	324	263	321	340	367	414	310	412	115	118	121	123	117	114	145	190	199	170	181	148	285	280	249	298	324	263	321	340	367	414	310	412	1.8426764E7	1.9324264E7	2.231768E7	2.2486508E7	1.3176594E7	2.1387932E7	1.4781343E7	1.9530712E7	1.736155E7	1.6554239E7	1.9482946E7	1.3391791E7	1.6620454E7	2.0327388E7	1.7893296E7	2.1807226E7	1.9804068E7	1.7262848E7	1.084066E7	1.6329318E7	1.2772004E7	1.5777322E7	1.4754222E7	1.4833634E7	7825260.0	7002181.5	9096650.0	8591132.0	6762186.5	8591021.0	5858100.5	8371528.0	6937407.0	6591413.0	7343982.0	5353495.0	7429964.5	7629776.0	6540879.5	8771565.0	8319520.5	7482178.5	6677026.0	7061754.0	7865516.0	6280018.5	6558901.5	7465253.0	
sp|P16546|SPTN1_MOUSE	P16546	SPTN1_MOUSE	Sptan1	2472	Mus musculus OX=10090	1:Experimental evidence at protein level	Spectrin alpha chain, non-erythrocytic 1	1.0	0.999	142	2234	2223	2234	58	66	53	68	40	55	71	70	82	57	63	69	148	144	148	157	145	152	75	101	93	139	80	100	58	66	53	68	40	55	71	70	82	57	63	69	147	143	145	156	144	148	75	101	93	139	80	100	58	66	53	68	40	55	71	70	82	57	63	69	148	144	148	157	145	152	75	101	93	139	80	100	520761.38	555259.4	520690.16	618344.75	616692.0	629288.5	422802.22	508111.12	480571.0	474251.0	506846.56	454445.44	626879.9	519178.62	664438.25	631522.75	555371.3	543219.8	429309.72	430067.38	512008.4	489175.72	420532.5	386226.53	232796.44	251716.4	232786.31	263085.66	270871.2	259258.34	212865.81	245605.62	234883.83	237838.62	236293.56	227670.62	258347.36	253920.97	258519.47	256606.38	256450.0	250903.86	213954.33	218499.75	242953.06	240038.05	214122.69	201858.78	
sp|P16627|HS71L_MOUSE	P16627	HS71L_MOUSE	Hspa1l	641	Mus musculus OX=10090	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1-like	1.0	0.999	28	48	48	804	0	0	0	0	2	2	5	2	2	0	0	6	1	1	1	1	1	3	3	5	2	2	5	4	0	0	0	0	2	2	5	2	2	0	0	6	1	1	1	1	1	3	3	5	2	2	5	4	0	0	0	0	25	22	34	40	42	0	0	52	36	44	42	39	45	41	57	59	54	58	65	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27626.428	0.0	0.0	0.0	0.0	38550.74	0.0	0.0	0.0	0.0	0.0	82935.125	132267.23	143271.86	0.0	0.0	63350.492	113042.15	
sp|P16675|PPGB_MOUSE	P16675	PPGB_MOUSE	Ctsa	474	Mus musculus OX=10090	1:Experimental evidence at protein level	Lysosomal protective protein	1.0	0.999	15	163	163	163	2	3	3	2	2	5	4	6	6	5	5	4	12	15	16	13	9	11	5	6	5	10	6	8	2	3	3	2	2	5	4	6	6	5	5	4	12	15	16	13	9	11	5	6	5	10	6	8	2	3	3	2	2	5	4	6	6	5	5	4	12	15	16	13	9	11	5	6	5	10	6	8	140668.67	177560.28	132261.77	140497.5	152112.9	186999.95	99931.4	175065.38	173070.06	193140.5	181691.0	141316.58	138920.94	149693.78	208792.81	229787.6	145697.2	148580.33	145435.5	135545.34	114882.84	153931.17	160528.23	117951.164	0.0	108739.9	132661.48	129073.984	155837.75	132923.44	99648.69	122118.32	111373.73	114196.45	117656.64	97950.17	135822.44	144627.08	144978.1	151933.05	153916.58	150365.67	108701.11	135722.2	131522.95	109909.11	98436.76	118431.58	
